date,State,cases,deaths,population,new_cases,new_deaths,cases_per_100k,deaths_per_100k,new_cases_per_100k,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,overall_pct_change,AREA_SQMI,White,IncomePerCap,Poverty,ChildPoverty,Service,Production,dem_gop_diff_16,FBFilterBubble
2020-05-16,UT,7073,77,3205958,138.0,1.4285714285714286,220.6204822396301,2.4017781892339203,4.304485585899753,-25.0,1.0,111.0,-25.0,-19.0,5.0,8.0,82195.30600000003,79.48068712352055,24686.24160400692,12.346256758073954,14.522687082878258,15.684366767135808,12.517969786238721,0.17012076851866317,3.0821585492080494
2020-05-17,UT,7239,79,3205958,142.14285714285714,2.0,225.798341712524,2.464162038304931,4.433709273261132,-13.0,8.0,126.0,-28.0,-27.0,4.0,11.666666666666666,82195.30600000003,79.48068712352055,24686.24160400692,12.346256758073954,14.522687082878258,15.684366767135808,12.517969786238721,0.17012076851866317,3.0821585492080494
2020-05-18,UT,7379,79,3205958,145.14285714285714,1.7142857142857142,230.16521114749474,2.464162038304931,4.527285046867649,-11.0,5.0,83.0,-33.0,-39.0,12.0,2.8333333333333335,82195.30600000003,79.48068712352055,24686.24160400692,12.346256758073954,14.522687082878258,15.684366767135808,12.517969786238721,0.17012076851866317,3.0821585492080494
2020-05-19,UT,7528,79,3205958,155.14285714285714,1.0,234.81280790328506,2.464162038304931,4.839204292222703,-12.0,6.0,97.0,-33.0,-40.0,13.0,5.166666666666667,82195.30600000003,79.48068712352055,24686.24160400692,12.346256758073954,14.522687082878258,15.684366767135808,12.517969786238721,0.17012076851866317,3.0821585492080494
2020-05-20,UT,7717,88,3205958,156.42857142857142,2.0,240.7080816404956,2.74488935912448,4.879308195196924,-10.0,7.0,67.0,-32.0,-40.0,13.0,0.8333333333333334,82195.30600000003,79.48068712352055,24686.24160400692,12.346256758073954,14.522687082878258,15.684366767135808,12.517969786238721,0.17012076851866317,3.0821585492080494
2020-05-21,UT,7873,90,3205958,159.85714285714286,2.2857142857142856,245.57402186803446,2.807273208195491,4.986251936461515,-8.0,12.0,133.0,-29.0,-40.0,12.0,13.333333333333334,82195.30600000003,79.48068712352055,24686.24160400692,12.346256758073954,14.522687082878258,15.684366767135808,12.517969786238721,0.17012076851866317,3.0821585492080494
2020-05-22,UT,8056,90,3205958,163.14285714285714,2.2857142857142856,251.28214405803195,2.807273208195491,5.088739688506747,-15.0,12.0,102.0,-28.0,-39.0,11.0,7.166666666666667,82195.30600000003,79.48068712352055,24686.24160400692,12.346256758073954,14.522687082878258,15.684366767135808,12.517969786238721,0.17012076851866317,3.0821585492080494
2020-05-23,UT,8257,94,3205958,169.14285714285714,2.4285714285714284,257.55172088966856,2.932040906337513,5.275891235719779,-22.0,7.0,103.0,-25.0,-18.0,5.0,8.333333333333334,82195.30600000003,79.48068712352055,24686.24160400692,12.346256758073954,14.522687082878258,15.684366767135808,12.517969786238721,0.17012076851866317,3.0821585492080494
2020-05-24,UT,8385,94,3205958,163.71428571428572,2.142857142857143,261.54428723021323,2.932040906337513,5.106563645384179,-7.0,14.0,193.0,-25.0,-28.0,2.0,24.833333333333332,82195.30600000003,79.48068712352055,24686.24160400692,12.346256758073954,14.522687082878258,15.684366767135808,12.517969786238721,0.17012076851866317,3.0821585492080494
2020-05-25,UT,8516,96,3205958,162.42857142857142,2.4285714285714284,265.6304293443645,2.9944247554085237,5.066459742409958,-5.0,16.0,247.0,-38.0,-75.0,14.0,26.5,82195.30600000003,79.48068712352055,24686.24160400692,12.346256758073954,14.522687082878258,15.684366767135808,12.517969786238721,0.17012076851866317,3.0821585492080494
2020-05-26,UT,8613,99,3205958,155.0,2.857142857142857,268.65604602430847,3.0880005290150403,4.834748303003345,-11.0,8.0,135.0,-31.0,-39.0,12.0,12.333333333333334,82195.30600000003,79.48068712352055,24686.24160400692,12.346256758073954,14.522687082878258,15.684366767135808,12.517969786238721,0.17012076851866317,3.0821585492080494
2020-05-27,UT,8710,102,3205958,141.85714285714286,2.0,271.6816627042525,3.1815763026215564,4.424797294822417,-7.0,10.0,138.0,-29.0,-38.0,11.0,14.166666666666666,82195.30600000003,79.48068712352055,24686.24160400692,12.346256758073954,14.522687082878258,15.684366767135808,12.517969786238721,0.17012076851866317,3.0821585492080494
2020-05-28,UT,8948,104,3205958,153.57142857142858,2.0,279.1053407437028,3.2439601516925674,4.790188410809766,-7.0,12.0,146.0,-30.0,-39.0,12.0,15.666666666666666,82195.30600000003,79.48068712352055,24686.24160400692,12.346256758073954,14.522687082878258,15.684366767135808,12.517969786238721,0.17012076851866317,3.0821585492080494
2020-05-29,UT,9282,106,3205958,175.14285714285714,2.2857142857142856,289.52344353856165,3.3063440007635783,5.4630427829328125,-14.0,12.0,131.0,-29.0,-36.0,11.0,12.5,82195.30600000003,79.48068712352055,24686.24160400692,12.346256758073954,14.522687082878258,15.684366767135808,12.517969786238721,0.17012076851866317,3.0821585492080494
2020-05-30,UT,9282,106,3205958,146.42857142857142,1.7142857142857142,289.52344353856165,3.3063440007635783,4.56738894984187,-22.0,4.0,118.0,-22.0,-8.0,4.0,12.333333333333334,82195.30600000003,79.48068712352055,24686.24160400692,12.346256758073954,14.522687082878258,15.684366767135808,12.517969786238721,0.17012076851866317,3.0821585492080494
2020-05-31,UT,9336,106,3205958,135.85714285714286,1.7142857142857142,291.20780746347896,3.3063440007635783,4.237645747609384,-10.0,13.0,127.0,-25.0,-19.0,3.0,14.833333333333334,82195.30600000003,79.48068712352055,24686.24160400692,12.346256758073954,14.522687082878258,15.684366767135808,12.517969786238721,0.17012076851866317,3.0821585492080494
2020-06-01,UT,10015,110,3205958,214.14285714285714,2.0,312.38712422308714,3.4311116989056,6.679527839817525,-6.0,11.0,113.0,-30.0,-37.0,10.0,10.166666666666666,82195.30600000003,79.48068712352055,24686.24160400692,12.346256758073954,14.522687082878258,15.684366767135808,12.517969786238721,0.17012076851866317,3.0821585492080494
2020-06-02,UT,10232,110,3205958,231.28571428571428,1.5714285714285714,319.1557718472918,3.4311116989056,7.214246546140476,-8.0,12.0,149.0,-30.0,-37.0,11.0,16.166666666666668,82195.30600000003,79.48068712352055,24686.24160400692,12.346256758073954,14.522687082878258,15.684366767135808,12.517969786238721,0.17012076851866317,3.0821585492080494
2020-06-03,UT,10540,114,3205958,261.42857142857144,1.7142857142857142,328.7628846042275,3.555879397047622,8.154460271424998,-6.0,14.0,140.0,-28.0,-37.0,11.0,15.666666666666666,82195.30600000003,79.48068712352055,24686.24160400692,12.346256758073954,14.522687082878258,15.684366767135808,12.517969786238721,0.17012076851866317,3.0821585492080494
2020-06-04,UT,10854,114,3205958,272.2857142857143,1.4285714285714286,338.55714890837623,3.555879397047622,8.4931154520962,-8.0,12.0,148.0,-28.0,-38.0,11.0,16.166666666666668,82195.30600000003,79.48068712352055,24686.24160400692,12.346256758073954,14.522687082878258,15.684366767135808,12.517969786238721,0.17012076851866317,3.0821585492080494
2020-06-05,UT,11327,118,3205958,292.14285714285717,1.7142857142857142,353.3109292136703,3.6806470951896437,9.112497953586951,-13.0,12.0,120.0,-27.0,-36.0,10.0,11.0,82195.30600000003,79.48068712352055,24686.24160400692,12.346256758073954,14.522687082878258,15.684366767135808,12.517969786238721,0.17012076851866317,3.0821585492080494
2020-06-06,UT,11856,118,3205958,367.7142857142857,1.7142857142857142,369.8114572929527,3.6806470951896437,11.469716250627293,,,,,,,,82195.30600000003,79.48068712352055,24686.24160400692,12.346256758073954,14.522687082878258,15.684366767135808,12.517969786238721,0.17012076851866317,3.0821585492080494
2020-06-07,UT,11920,119,3205958,369.14285714285717,1.8571428571428572,371.80774046322506,3.7118390197251494,11.514276142820872,,,,,,,,82195.30600000003,79.48068712352055,24686.24160400692,12.346256758073954,14.522687082878258,15.684366767135808,12.517969786238721,0.17012076851866317,3.0821585492080494
2020-06-08,UT,12374,122,3205958,337.0,1.7142857142857142,385.9688742023445,3.8054147933316655,10.511678568465339,,,,,,,,82195.30600000003,79.48068712352055,24686.24160400692,12.346256758073954,14.522687082878258,15.684366767135808,12.517969786238721,0.17012076851866317,3.0821585492080494
2020-06-09,UT,12629,124,3205958,342.42857142857144,2.0,393.9228149588984,3.8677986424026765,10.681006158800939,,,,,,,,82195.30600000003,79.48068712352055,24686.24160400692,12.346256758073954,14.522687082878258,15.684366767135808,12.517969786238721,0.17012076851866317,3.0821585492080494
2020-02-15,PA,0,0,12801989,0.0,0.0,0.0,0.0,0.0,5.0,-1.0,13.0,3.0,0.0,0.0,3.3333333333333335,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-02-16,PA,0,0,12801989,0.0,0.0,0.0,0.0,0.0,9.0,1.0,29.0,0.0,1.0,-1.0,6.5,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-02-17,PA,0,0,12801989,0.0,0.0,0.0,0.0,0.0,8.0,-1.0,43.0,-11.0,-21.0,5.0,3.8333333333333335,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-02-18,PA,0,0,12801989,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,12.0,2.0,1.0,0.0,2.3333333333333335,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-02-19,PA,0,0,12801989,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,2.0,2.0,0.0,3.8333333333333335,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-02-20,PA,0,0,12801989,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,10.0,1.0,1.0,0.0,2.0,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-02-21,PA,0,0,12801989,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,6.0,1.0,3.0,1.0,1.5,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-02-22,PA,0,0,12801989,0.0,0.0,0.0,0.0,0.0,9.0,3.0,53.0,6.0,4.0,-1.0,12.333333333333334,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-02-23,PA,0,0,12801989,0.0,0.0,0.0,0.0,0.0,11.0,5.0,100.0,4.0,3.0,-1.0,20.333333333333332,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-02-24,PA,0,0,12801989,0.0,0.0,0.0,0.0,0.0,3.0,0.0,36.0,2.0,3.0,0.0,7.333333333333333,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-02-25,PA,0,0,12801989,0.0,0.0,0.0,0.0,0.0,4.0,-1.0,1.0,1.0,2.0,0.0,1.1666666666666667,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-02-26,PA,0,0,12801989,0.0,0.0,0.0,0.0,0.0,7.0,4.0,8.0,5.0,2.0,-1.0,4.166666666666667,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-02-27,PA,0,0,12801989,0.0,0.0,0.0,0.0,0.0,3.0,-1.0,0.0,2.0,1.0,1.0,1.0,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-02-28,PA,0,0,12801989,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,3.0,0.0,2.5,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-02-29,PA,0,0,12801989,0.0,0.0,0.0,0.0,0.0,9.0,3.0,-3.0,5.0,2.0,-1.0,2.5,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-01,PA,0,0,12801989,0.0,0.0,0.0,0.0,0.0,16.0,8.0,39.0,6.0,3.0,-1.0,11.833333333333334,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-02,PA,0,0,12801989,0.0,0.0,0.0,0.0,0.0,8.0,4.0,31.0,2.0,2.0,0.0,7.833333333333333,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-03,PA,0,0,12801989,0.0,0.0,0.0,0.0,0.0,9.0,5.0,4.0,3.0,2.0,0.0,3.8333333333333335,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-04,PA,0,0,12801989,0.0,0.0,0.0,0.0,0.0,9.0,7.0,27.0,4.0,1.0,-1.0,7.833333333333333,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-05,PA,0,0,12801989,0.0,0.0,0.0,0.0,0.0,9.0,7.0,37.0,5.0,1.0,-1.0,9.666666666666666,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-06,PA,2,0,12801989,0.2857142857142857,0.0,0.015622572398710857,0.0,0.0022317960569586937,1.0,0.0,-7.0,-1.0,1.0,1.0,-0.8333333333333334,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-07,PA,2,0,12801989,0.2857142857142857,0.0,0.015622572398710857,0.0,0.0022317960569586937,10.0,6.0,26.0,7.0,3.0,-1.0,8.5,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-08,PA,6,0,12801989,0.8571428571428571,0.0,0.04686771719613257,0.0,0.006695388170876081,15.0,9.0,127.0,8.0,1.0,-2.0,26.333333333333332,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-09,PA,12,0,12801989,1.7142857142857142,0.0,0.09373543439226514,0.0,0.013390776341752161,9.0,7.0,104.0,1.0,0.0,0.0,20.166666666666668,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-10,PA,14,0,12801989,2.0,0.0,0.109358006790976,0.0,0.015622572398710857,6.0,5.0,17.0,-2.0,0.0,1.0,4.5,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-11,PA,19,0,12801989,2.7142857142857144,0.0,0.14841443778775315,0.0,0.02120206254110759,7.0,10.0,29.0,0.0,-1.0,0.0,7.5,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-12,PA,22,0,12801989,3.142857142857143,0.0,0.17184829638581942,0.0,0.02454975662654563,8.0,21.0,39.0,-4.0,-2.0,1.0,10.5,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-13,PA,41,0,12801989,5.571428571428571,0.0,0.32026273417357254,0.0,0.04352002311069453,1.0,22.0,33.0,-11.0,-7.0,3.0,6.833333333333333,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-14,PA,47,0,12801989,6.428571428571429,0.0,0.3671304513697051,0.0,0.05021541128157061,-7.0,13.0,40.0,-8.0,-2.0,3.0,6.5,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-15,PA,76,0,12801989,10.0,0.0,0.5936577511510126,0.0,0.07811286199355429,-8.0,8.0,63.0,-15.0,-7.0,3.0,7.333333333333333,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-16,PA,75,0,12801989,9.0,0.0,0.5858464649516572,0.0,0.07030157579419885,-6.0,18.0,10.0,-26.0,-22.0,8.0,-3.0,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-17,PA,95,0,12801989,11.571428571428571,0.0,0.7420721889387657,0.0,0.09038774030682709,-28.0,2.0,-4.0,-34.0,-31.0,13.0,-13.666666666666666,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-18,PA,132,1,12801989,16.142857142857142,0.14285714285714285,1.0310897783149164,0.007811286199355429,0.1260964772181662,-33.0,-2.0,31.0,-37.0,-35.0,14.0,-10.333333333333334,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-19,PA,184,1,12801989,23.142857142857142,0.14285714285714285,1.4372766606813987,0.007811286199355429,0.18077548061365417,-35.0,-1.0,0.0,-42.0,-37.0,16.0,-16.5,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-20,PA,268,1,12801989,32.42857142857143,0.14285714285714285,2.0934247014272547,0.007811286199355429,0.2533088524648118,-39.0,-1.0,15.0,-43.0,-41.0,19.0,-15.0,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-21,PA,370,2,12801989,46.142857142857146,0.2857142857142857,2.8901758937615085,0.015622572398710857,0.36043506319882906,-48.0,-11.0,20.0,-40.0,-31.0,13.0,-16.166666666666668,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-22,PA,478,2,12801989,57.42857142857143,0.2857142857142857,3.733794803291895,0.015622572398710857,0.44859100744869745,-47.0,-18.0,38.0,-46.0,-33.0,10.0,-16.0,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-23,PA,644,6,12801989,81.28571428571429,0.8571428571428571,5.030468312384896,0.04686771719613257,0.6349459782047484,-50.0,-25.0,-53.0,-58.0,-50.0,21.0,-35.833333333333336,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-24,PA,851,7,12801989,108.0,1.0,6.64740455565147,0.054679003395488,0.8436189095303862,-45.0,-19.0,10.0,-51.0,-51.0,21.0,-22.5,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-25,PA,1195,11,12801989,151.85714285714286,1.4285714285714286,9.334487008229736,0.08592414819290971,1.1861996042735456,-49.0,-23.0,-29.0,-55.0,-52.0,22.0,-31.0,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-26,PA,1687,16,12801989,214.71428571428572,2.142857142857143,13.177639818312608,0.12498057918968686,1.6771947368044584,-44.0,-18.0,52.0,-50.0,-51.0,21.0,-15.0,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-27,PA,2218,22,12801989,278.57142857142856,3.0,17.32543279017034,0.17184829638581942,2.1760011555347263,-46.0,-20.0,27.0,-52.0,-50.0,23.0,-19.666666666666668,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-28,PA,2749,34,12801989,339.85714285714283,4.571428571428571,21.473225762028072,0.26558373077808456,2.654721409752366,-58.0,-33.0,-53.0,-55.0,-39.0,17.0,-36.833333333333336,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-29,PA,3393,38,12801989,416.42857142857144,5.142857142857143,26.50369407441297,0.2968288755755063,3.2528427530172963,-50.0,-27.0,7.0,-52.0,-38.0,12.0,-24.666666666666668,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-30,PA,4082,48,12801989,491.14285714285717,6.0,31.88567026576886,0.3749417375690606,3.836457421911995,-45.0,-23.0,-15.0,-55.0,-51.0,21.0,-28.0,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-03-31,PA,4839,63,12801989,569.7142857142857,8.0,37.79881391868092,0.492111030559392,4.450201337575635,-45.0,-22.0,-26.0,-54.0,-53.0,22.0,-29.666666666666668,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-04-01,PA,5805,74,12801989,658.5714285714286,9.0,45.34451638725826,0.5780351787523017,5.144289911289789,-43.0,-16.0,-1.0,-50.0,-53.0,21.0,-23.666666666666668,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-04-02,PA,7016,90,12801989,761.2857142857143,10.571428571428571,54.803983974677685,0.7030157579419886,5.94662059376644,-45.0,-18.0,7.0,-53.0,-53.0,22.0,-23.333333333333332,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-04-03,PA,8420,102,12801989,886.0,11.428571428571429,65.77102979857271,0.7967511923342537,6.920799572628909,-46.0,-18.0,-11.0,-54.0,-52.0,24.0,-26.166666666666668,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-04-04,PA,10016,136,12801989,1038.142857142857,14.571428571428571,78.23784257274397,1.0623349231123382,8.109230972959415,-53.0,-22.0,14.0,-49.0,-38.0,15.0,-22.166666666666668,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-04-05,PA,11496,150,12801989,1157.5714285714287,16.0,89.79854614779,1.1716929299033143,9.04212172476815,-50.0,-24.0,52.0,-51.0,-39.0,12.0,-16.666666666666668,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-04-06,PA,12973,162,12801989,1270.142857142857,16.285714285714285,101.33581586423797,1.2654283642955795,9.921449371209873,-43.0,-19.0,33.0,-53.0,-53.0,21.0,-19.0,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-04-07,PA,14559,240,12801989,1388.5714285714287,25.285714285714285,113.72451577641569,1.8747086878453028,10.846528836819253,-44.0,-20.0,18.0,-53.0,-54.0,21.0,-22.0,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-04-08,PA,16239,309,12801989,1490.5714285714287,33.57142857142857,126.84747659133279,2.4136874356008273,11.643280029153507,-44.0,-18.0,28.0,-53.0,-54.0,21.0,-20.0,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-04-09,PA,18228,338,12801989,1601.7142857142858,35.42857142857143,142.38412484185073,2.6402147353821346,12.511448695310436,-46.0,-19.0,-22.0,-57.0,-55.0,23.0,-29.333333333333332,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-04-10,PA,19978,416,12801989,1651.142857142857,44.857142857142854,156.05387569072275,3.249495058931858,12.89754941316429,-49.0,-20.0,-34.0,-60.0,-61.0,27.0,-32.833333333333336,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-04-11,PA,21655,494,12801989,1662.7142857142858,51.142857142857146,169.1534026470418,3.8587753824815816,12.987937153471119,-47.0,-12.0,19.0,-50.0,-40.0,15.0,-19.166666666666668,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-04-12,PA,22833,507,12801989,1619.5714285714287,51.0,178.3550977898825,3.960322103073202,12.650935948870357,-70.0,-47.0,31.0,-55.0,-46.0,12.0,-29.166666666666668,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-04-13,PA,24196,507,12801989,1603.2857142857142,49.285714285714285,189.00188087960393,3.960322103073202,12.52372357362371,-53.0,-30.0,-40.0,-62.0,-55.0,23.0,-36.166666666666664,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-04-14,PA,25345,584,12801989,1540.857142857143,49.142857142857146,197.97704872266334,4.56179114042357,12.036076135178236,-43.0,-18.0,1.0,-52.0,-52.0,21.0,-23.833333333333332,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-04-15,PA,26490,647,12801989,1464.4285714285713,48.285714285714285,206.9209714209253,5.053902170982962,11.439070689941785,-38.0,-13.0,2.0,-51.0,-52.0,21.0,-21.833333333333332,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
2020-04-16,PA,27734,647,12801989,1358.0,44.142857142857146,216.63821145292346,5.053902170982962,10.60772665872467,-42.0,-16.0,-13.0,-54.0,-52.0,22.0,-25.833333333333332,44742.088,78.0861144426032,29291.357775569562,13.49220324425905,19.269947077203522,17.785365731321402,13.565186928594331,0.01931613586834755,6.858596139372347
