date,State,cases,deaths,population,new_cases,new_deaths,cases_per_100k,deaths_per_100k,new_cases_per_100k,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,overall_pct_change,AREA_SQMI,White,IncomePerCap,Poverty,ChildPoverty,Service,Production,dem_gop_diff_16,FBFilterBubble
2020-03-24,VA,290,6,8535519,31.857142857142858,0.5714285714285714,3.397567271539083,0.0702944952732224,0.37323029633163324,-31.0,-7.0,29.0,-43.0,-42.0,17.0,-12.833333333333334,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-03-25,VA,391,9,8535519,44.857142857142854,1.0,4.58085794197166,0.1054417429098336,0.5255350360902817,-39.0,-17.0,-28.0,-49.0,-46.0,21.0,-26.333333333333332,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-03-26,VA,460,13,8535519,52.285714285714285,1.5714285714285714,5.389244637613717,0.15230473975864853,0.6125663159523665,-35.0,-9.0,34.0,-46.0,-45.0,19.0,-13.666666666666666,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-03-27,VA,604,14,8535519,70.0,1.7142857142857142,7.076312524171055,0.16402048897085228,0.8201024448542613,-37.0,-13.0,41.0,-49.0,-44.0,20.0,-13.666666666666666,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-03-28,VA,739,17,8535519,83.85714285714286,2.142857142857143,8.65793866781856,0.19916773660746348,0.9824492553662274,-42.0,-14.0,24.0,-44.0,-31.0,12.0,-15.833333333333334,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-03-29,VA,890,22,8535519,95.85714285714286,2.7142857142857144,10.427016798861322,0.25774648266848216,1.1230382459126722,-39.0,-16.0,46.0,-50.0,-36.0,11.0,-14.0,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-03-30,VA,1020,25,8535519,109.42857142857143,2.7142857142857144,11.950064196447808,0.29289373030509336,1.2820376995068659,-32.0,-8.0,21.0,-49.0,-44.0,18.0,-15.666666666666666,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-03-31,VA,1250,27,8535519,137.14285714285714,3.0,14.644686515254667,0.3163252287295008,1.6067313205307978,-40.0,-17.0,-15.0,-51.0,-48.0,21.0,-25.0,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-01,VA,1484,34,8535519,156.14285714285714,3.5714285714285716,17.386171830910342,0.39833547321492696,1.8293305555626687,-38.0,-12.0,-11.0,-50.0,-49.0,21.0,-23.166666666666668,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-02,VA,1706,41,8535519,178.0,4.0,19.987068156019568,0.48034571770035306,2.0854033597722648,-38.0,-12.0,9.0,-52.0,-49.0,21.0,-20.166666666666668,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-03,VA,2012,46,8535519,201.14285714285714,4.571428571428571,23.572087414953913,0.5389244637613717,2.3565392701118366,-38.0,-12.0,13.0,-52.0,-48.0,22.0,-19.166666666666668,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-04,VA,2407,52,8535519,238.28571428571428,5.0,28.199808353774387,0.6092189590345941,2.791695669422261,-45.0,-14.0,4.0,-51.0,-34.0,14.0,-21.0,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-05,VA,2637,51,8535519,249.57142857142858,4.142857142857143,30.894430672581244,0.5975032098223905,2.923916267674275,-44.0,-18.0,21.0,-56.0,-39.0,12.0,-20.666666666666668,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-06,VA,2878,54,8535519,265.42857142857144,4.142857142857143,33.71792623272235,0.6326504574590016,3.1096945766106483,-38.0,-15.0,18.0,-54.0,-48.0,20.0,-19.5,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-07,VA,3333,63,8535519,297.57142857142856,5.142857142857143,39.048592124275046,0.7380922003688353,3.4862722298600537,-37.0,-12.0,29.0,-50.0,-50.0,20.0,-16.666666666666668,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-08,VA,3645,75,8535519,308.7142857142857,5.857142857142857,42.70390587848261,0.8786811909152801,3.616819149653181,-38.0,-13.0,24.0,-49.0,-52.0,21.0,-17.833333333333332,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-09,VA,4042,109,8535519,333.7142857142857,9.714285714285714,47.35505831572749,1.277016664130207,3.9097128799582745,-38.0,-12.0,15.0,-53.0,-51.0,21.0,-19.666666666666668,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-10,VA,4509,121,8535519,356.7142857142857,10.714285714285714,52.826313197826636,1.4176056546766518,4.179175111838961,-39.0,-14.0,-7.0,-56.0,-54.0,24.0,-24.333333333333332,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-11,VA,5076,130,8535519,381.2857142857143,11.142857142857142,59.46914300114615,1.5230473975864853,4.467047806767394,-40.0,-9.0,17.0,-49.0,-36.0,13.0,-17.333333333333332,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-12,VA,5273,141,8535519,376.57142857142856,12.857142857142858,61.77714559595029,1.6519206389207264,4.411816417624149,-59.0,-29.0,-8.0,-59.0,-44.0,12.0,-31.166666666666668,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-13,VA,5746,149,8535519,409.7142857142857,13.571428571428571,67.31869497332265,1.7456466326183564,4.800109820085758,-44.0,-24.0,-14.0,-58.0,-52.0,23.0,-28.166666666666668,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-14,VA,6170,154,8535519,405.2857142857143,13.0,72.28617263929704,1.804225378679375,4.748225787860284,-36.0,-14.0,24.0,-49.0,-49.0,20.0,-17.333333333333332,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-15,VA,6499,195,8535519,407.7142857142857,17.142857142857142,76.14065413011207,2.284571096379728,4.776678321661351,-33.0,-12.0,1.0,-49.0,-50.0,21.0,-20.333333333333332,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-16,VA,6888,208,8535519,406.57142857142856,14.142857142857142,80.69808057365931,2.4368758361383764,4.763288893990261,-34.0,-12.0,14.0,-50.0,-49.0,20.0,-18.5,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-17,VA,7490,231,8535519,425.85714285714283,15.714285714285714,87.75096159940597,2.7063380680190625,4.989235485939904,-36.0,-15.0,19.0,-51.0,-48.0,21.0,-18.333333333333332,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-18,VA,8052,257,8535519,425.14285714285717,18.142857142857142,94.33521265666447,3.0109475475363596,4.9808670936454735,-43.0,-14.0,-13.0,-48.0,-33.0,14.0,-22.833333333333332,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-19,VA,8536,276,8535519,466.14285714285717,19.285714285714285,100.00563527537108,3.2335467825682307,5.461212811345827,-40.0,-15.0,22.0,-53.0,-36.0,11.0,-18.5,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-20,VA,8989,298,8535519,463.2857142857143,21.285714285714285,105.31286966849936,3.491293265236713,5.4277392421681006,-38.0,-19.0,-11.0,-54.0,-48.0,21.0,-24.833333333333332,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-21,VA,9629,322,8535519,494.14285714285717,24.0,112.81094916430975,3.7724712463296024,5.789253789287531,-34.0,-12.0,25.0,-48.0,-49.0,20.0,-16.333333333333332,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-22,VA,10265,348,8535519,538.0,21.857142857142858,120.26216566327132,4.0770807258468995,6.303073076165608,-32.0,-11.0,32.0,-45.0,-49.0,19.0,-14.333333333333334,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-23,VA,10998,372,8535519,587.1428571428571,23.428571428571427,128.84980983581667,4.358258706939789,6.878818466022477,-38.0,-16.0,-17.0,-51.0,-49.0,22.0,-24.833333333333332,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-24,VA,12374,437,8535519,697.7142857142857,29.428571428571427,144.970680751809,5.119782405733032,8.174245593200434,-38.0,-17.0,1.0,-52.0,-49.0,22.0,-22.166666666666668,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-25,VA,12970,437,8535519,702.5714285714286,25.714285714285715,151.9532672822824,5.119782405733032,8.231150660802566,-41.0,-13.0,6.0,-44.0,-32.0,12.0,-18.666666666666668,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-26,VA,12970,436,8535519,633.4285714285714,22.857142857142858,151.9532672822824,5.108066656520828,7.421090286701622,-41.0,-15.0,-8.0,-52.0,-37.0,11.0,-23.666666666666668,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-27,VA,13545,459,8535519,650.8571428571429,23.0,158.68982307929957,5.377528888401514,7.625279058685745,-33.0,-14.0,0.0,-51.0,-46.0,19.0,-20.833333333333332,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-28,VA,14346,492,8535519,673.8571428571429,24.285714285714285,168.07413819827477,5.764148612404237,7.89474129056643,-32.0,-11.0,23.0,-46.0,-48.0,14.0,-16.666666666666668,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-29,VA,14966,521,8535519,671.5714285714286,24.714285714285715,175.33790270984107,6.103905339558145,7.86796243522425,-29.0,-8.0,40.0,-43.0,-49.0,18.0,-11.833333333333334,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-04-30,VA,15852,552,8535519,693.4285714285714,25.714285714285715,185.71805651185358,6.467093565136461,8.124035239433846,-38.0,-18.0,-30.0,-52.0,-50.0,22.0,-27.666666666666668,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-01,VA,16905,581,8535519,647.2857142857143,20.571428571428573,198.05474043230413,6.8068502922903695,7.583437097213588,-30.0,-8.0,13.0,-45.0,-47.0,20.0,-16.166666666666668,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-02,VA,17740,617,8535519,681.4285714285714,25.714285714285715,207.83739102449422,7.228617263929704,7.983446248887402,-33.0,-3.0,68.0,-32.0,-29.0,9.0,-3.3333333333333335,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-03,VA,18674,661,8535519,814.8571428571429,32.142857142857146,218.77990078869252,7.744110229266668,9.546661929487156,-34.0,-8.0,39.0,-45.0,-33.0,9.0,-12.0,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-04,VA,19494,685,8535519,849.8571428571429,32.285714285714285,228.3868151426996,8.025288210359557,9.956713151914286,-26.0,-7.0,39.0,-45.0,-45.0,17.0,-11.166666666666666,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-05,VA,20264,714,8535519,845.4285714285714,31.714285714285715,237.40794203609647,8.365044937513465,9.904829119688815,-28.0,-6.0,5.0,-45.0,-47.0,19.0,-17.0,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-06,VA,20264,714,8535519,756.8571428571429,27.571428571428573,237.40794203609647,8.365044937513465,8.86714847517934,-30.0,-8.0,3.0,-45.0,-48.0,19.0,-18.166666666666668,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-07,VA,21576,770,8535519,817.7142857142857,31.142857142857142,252.77900500250774,9.021126893396875,9.58013549866488,-28.0,-4.0,44.0,-42.0,-47.0,18.0,-9.833333333333334,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-08,VA,22346,812,8535519,777.2857142857143,33.0,261.80013189590466,9.513188360309432,9.106484494800075,-32.0,-7.0,3.0,-45.0,-46.0,20.0,-17.833333333333332,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-09,VA,23196,828,8535519,779.4285714285714,30.142857142857142,271.7585187262778,9.700640347704692,9.131589671683368,-32.0,4.0,8.0,-36.0,-28.0,10.0,-12.333333333333334,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-10,VA,24080,840,8535519,772.2857142857143,25.571428571428573,282.1152410298659,9.841229338251136,9.047905748739055,-29.0,-2.0,44.0,-41.0,-30.0,7.0,-8.5,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-11,VA,25066,850,8535519,796.0,23.571428571428573,293.6669697530988,9.958386830373174,9.325736372914172,-31.0,-11.0,13.0,-46.0,-44.0,18.0,-16.833333333333332,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-12,VA,25798,890,8535519,790.5714285714286,25.142857142857142,302.24289817643194,10.427016798861322,9.262136591476494,-28.0,-5.0,42.0,-41.0,-45.0,17.0,-10.0,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-13,VA,26743,927,8535519,925.5714285714286,30.428571428571427,313.3142811819645,10.86049951971286,10.843762735123997,-27.0,-5.0,48.0,-40.0,-46.0,18.0,-8.666666666666666,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-14,VA,27810,954,8535519,890.5714285714286,26.285714285714285,325.81498559138583,11.176824748442362,10.433711512696867,-29.0,-6.0,40.0,-42.0,-46.0,18.0,-10.833333333333334,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-15,VA,28672,977,8535519,903.7142857142857,23.571428571428573,335.91396141230547,11.446286980323048,10.587689930914403,-28.0,-5.0,68.0,-41.0,-45.0,17.0,-5.666666666666667,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-16,VA,29680,1002,8535519,926.2857142857143,24.857142857142858,347.7234366182068,11.73918071062814,10.85213112741843,-31.0,-3.0,74.0,-31.0,-25.0,8.0,-1.3333333333333333,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-17,VA,30384,1009,8535519,900.5714285714286,24.142857142857142,355.9713240635982,11.821190955113567,10.550869004818905,-30.0,-9.0,48.0,-40.0,-27.0,8.0,-8.333333333333334,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-18,VA,31137,1014,8535519,867.2857142857143,23.428571428571427,364.79328322038765,11.879769701174586,10.16090192389841,-30.0,-12.0,-7.0,-47.0,-43.0,18.0,-20.166666666666668,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-19,VA,32136,1041,8535519,905.4285714285714,21.571428571428573,376.4973166833792,12.196094929904087,10.607774072421039,-26.0,-7.0,8.0,-43.0,-44.0,18.0,-15.666666666666666,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-20,VA,32900,1074,8535519,879.5714285714286,21.0,385.44814908150283,12.58271465390681,10.304838271362627,-27.0,-6.0,6.0,-41.0,-45.0,18.0,-15.833333333333334,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-21,VA,34132,1098,8535519,903.1428571428571,20.571428571428573,399.88195211093785,12.863892634999699,10.580995217078858,-27.0,-6.0,14.0,-41.0,-45.0,18.0,-14.5,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-22,VA,34948,1133,8535519,896.5714285714286,22.285714285714285,409.44200346809606,13.273943857426831,10.504006007970089,-26.0,-4.0,37.0,-39.0,-45.0,18.0,-9.833333333333334,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-23,VA,35749,1158,8535519,867.0,22.285714285714285,418.8263185870713,13.566837587731923,10.157554566980638,-29.0,0.0,89.0,-27.0,-22.0,7.0,3.0,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-24,VA,36244,1170,8535519,837.1428571428571,23.0,424.6256144471121,13.707426578278369,9.807755769073411,-29.0,-7.0,62.0,-40.0,-27.0,7.0,-5.666666666666667,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-25,VA,37725,1205,8535519,941.1428571428571,27.285714285714285,441.97663903038585,14.1174778007055,11.0261936871426,-28.0,-8.0,103.0,-48.0,-73.0,22.0,-5.333333333333333,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-26,VA,39334,1231,8535519,1028.2857142857142,27.142857142857142,460.82727951282163,14.422087280222796,12.04713754706321,-23.0,-4.0,64.0,-39.0,-43.0,15.0,-5.0,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-27,VA,40247,1278,8535519,1049.5714285714287,29.142857142857142,471.52375854356364,14.972727493196372,12.296515637437263,-23.0,-4.0,44.0,-36.0,-43.0,16.0,-7.666666666666667,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-28,VA,41401,1334,8535519,1038.4285714285713,33.714285714285715,485.04373313444677,15.62880944907978,12.165968717644134,-24.0,-4.0,23.0,-40.0,-42.0,17.0,-11.666666666666666,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-29,VA,42532,1356,8535519,1083.4285714285713,31.857142857142858,498.2942454934492,15.886555931748262,12.693177432193302,-25.0,-6.0,40.0,-38.0,-41.0,17.0,-8.833333333333334,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-30,VA,43610,1368,8535519,1123.0,30.0,510.92382314420485,16.027144922294706,13.156786365304793,-27.0,-2.0,78.0,-26.0,-13.0,7.0,2.8333333333333335,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-05-31,VA,44606,1373,8535519,1194.5714285714287,29.0,522.5927093595598,16.085723668355726,13.995299273206804,-23.0,-4.0,96.0,-30.0,-17.0,5.0,4.5,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-06-01,VA,45397,1388,8535519,1096.0,26.142857142857142,531.8598669864128,16.261459906538782,12.840461136575293,-17.0,-1.0,58.0,-38.0,-39.0,14.0,-3.8333333333333335,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-06-02,VA,46228,1404,8535519,984.8571428571429,24.714285714285715,541.5956545817542,16.448911893934042,11.53833929556179,-18.0,0.0,76.0,-35.0,-40.0,14.0,-0.5,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-06-03,VA,46901,1425,8535519,950.5714285714286,21.0,549.4803538015673,16.694942627390322,11.136656465429091,-17.0,3.0,63.0,-34.0,-41.0,14.0,-2.0,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-06-04,VA,47852,1441,8535519,921.5714285714286,15.285714285714286,560.6220313023731,16.88239461478558,10.796899738275183,-20.0,1.0,48.0,-36.0,-41.0,15.0,-5.5,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-06-05,VA,48529,1451,8535519,856.7142857142857,13.571428571428571,568.553593519035,16.99955210690762,10.037049717940826,-22.0,-3.0,50.0,-35.0,-40.0,15.0,-5.833333333333333,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-06-06,VA,49389,1458,8535519,825.5714285714286,12.857142857142858,578.6291378415302,17.081562351393043,9.672187813903625,,,,,,,,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-06-07,VA,50412,1469,8535519,829.4285714285714,13.714285714285714,590.6143492856146,17.210435592727286,9.717377132293555,,,,,,,,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-06-08,VA,51240,1476,8535519,834.7142857142857,12.571428571428571,600.3149896333193,17.29244583721271,9.779303235272344,,,,,,,,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-06-09,VA,51738,1496,8535519,787.1428571428571,13.142857142857142,606.1494327409968,17.526760821456786,9.221968308463225,,,,,,,,39445.99100000001,63.517159245006404,34187.24103194674,11.627012241158145,15.995406719198579,17.12952475719259,9.877331696292229,-0.05512991184172862,7.5713791321825346
2020-02-15,NJ,0,0,8882190,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,5.0,2.0,1.0,0.0,1.3333333333333333,7355.139,57.205153399780535,36581.78127867609,10.835607984490384,15.468676284444577,16.84043811759405,10.473965032843829,-0.1576218047920282,1.5300888247340565
2020-02-16,NJ,0,0,8882190,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,20.0,0.0,0.0,0.0,3.3333333333333335,7355.139,57.205153399780535,36581.78127867609,10.835607984490384,15.468676284444577,16.84043811759405,10.473965032843829,-0.1576218047920282,1.5300888247340565
2020-02-17,NJ,0,0,8882190,0.0,0.0,0.0,0.0,0.0,14.0,1.0,63.0,-15.0,-36.0,8.0,5.833333333333333,7355.139,57.205153399780535,36581.78127867609,10.835607984490384,15.468676284444577,16.84043811759405,10.473965032843829,-0.1576218047920282,1.5300888247340565
2020-02-18,NJ,0,0,8882190,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,-1.0,1.0,1.3333333333333333,7355.139,57.205153399780535,36581.78127867609,10.835607984490384,15.468676284444577,16.84043811759405,10.473965032843829,-0.1576218047920282,1.5300888247340565
