geo_type,region,state,county,city,transportation_type,alternative_name,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20
city,Ventura,CA,,Ventura,transit,,100,110.01,106.44,100.14,95.14,81.83,73.53,87.84,107.3,111.59,132.9,101.86,76.97,67.38,97.42,98.71,107.44,99.71,106.72,90.99,57.08,110.87,100.14,110.16,125.32,101.57,80.83,66.38,92.85,102,98.28,107.73,98.71,92.13,81.4,82.69,97.85,116.6,98,113.16,74.25,70.24,95.71,99,98.57,103.58,102.58,86.55,66.95,87.84,93.85,93.28,106.01,93.42,73.82,55.08,89.7,85.26,84.69,89.13,66.38,52.36,39.77,48.93,46.92,46.92,41.92,30.76,34.33,23.89,27.61,28.9,24.89,26.75,26.04,19.89,28.76,29.04,29.33,27.32,23.89,28.33,18.31,19.74,17.02,24.32,22.46,20.03,26.32,28.47,16.6,21.17,24.46,31.04,23.03,33.48,28.61,23.03,21.32,28.9,26.47,33.48,33.62,27.47,23.75,29.9,26.18,24.32,26.61,30.76,29.9,27.61,32.9,34.05,30.04,34.76,32.33,25.61,18.31
city,Ventura,CA,,Ventura,walking,,100,108.01,118.26,112.42,144.93,168.75,123.41,128.68,126.73,117.17,123.7,151.29,176.53,106.58,111.33,113.11,126.56,117.86,150.94,191.99,100.69,100.86,112.82,111.96,110.7,142.42,165.31,110.65,111.22,107.61,116.03,127.65,175.79,198.05,156.04,138.41,120.21,121.06,132.05,164.91,174.07,135.26,115.05,113.22,117.12,113.74,149.74,179.79,133.6,117.52,121.47,120.78,122.95,146.59,184.66,115.8,101.6,97.08,110.99,101.37,120.15,115.91,78.99,69.03,76.82,81.85,79.39,63.25,68.52,43.33,56.27,51.86,57.07,66.91,69.72,54.38,47.85,62.74,52.55,59.82,67.83,66,64.51,50.03,60.5,56.15,64.91,55.7,68.69,69.03,38.41,75.9,80.25,83.11,83.11,77.73,69.66,64.91,76.24,75.79,78.13,80.71,107.78,109.9,85.75,78.25,80.54,87.01,81.63,106.07,101.26,86.43,99.77,105.15,90.9,91.99,103.72,117.06,78.25
city,Virginia Beach,VA,,Virginia Beach,driving,,100,102.52,104.13,105.21,117.78,114.58,85.68,90.49,91.81,94.03,96.16,113.72,115.77,79.58,95.53,91.87,90.39,97.12,117.32,116.01,81.04,91.54,94.39,94.38,98.52,113.22,115.66,85.27,95.07,99.44,101.23,113.04,138.42,129.75,95.76,104.36,100.38,103.03,99.37,110.46,123.68,89.02,95.77,99.72,107.12,112.66,136.98,135.15,94.75,104.84,111.49,107.47,110.85,125.69,131.71,96.59,111.11,109.7,108.65,109.26,123.05,114.04,75.73,83.34,81.5,75.72,82.07,97.91,67.03,54.63,59.7,65.57,58.93,66.82,79.61,72.44,64.13,62.66,60.24,60.19,66.12,74.17,63.37,52.29,63.98,65.64,68.03,70.8,78.71,73.99,48.76,65.23,77.18,75.65,84.04,93.34,78.73,68.24,72.01,81.91,85.61,81.83,93.95,88.49,70.17,78.67,87.11,92.5,84.23,102.41,103.56,87.54,94.91,90.07,92.77,99.86,111.23,110.21,87.44
city,Virginia Beach,VA,,Virginia Beach,transit,,100,87.07,95.22,93.35,95.13,94.28,69.82,84.82,88.57,91.57,90.63,98.78,89.69,61.76,93.44,86.69,88.47,80.88,107.12,91.1,68.13,96.16,95.13,94.75,100.47,92.69,92.6,79.66,91.57,83.32,93.25,93.53,95.97,99.53,78.16,100.37,108.06,103,75.07,90.63,100.84,74.51,90.25,88.75,94.1,99.06,101.03,104.5,75.54,88.57,101.03,98.5,91.28,92.69,101.5,77.32,104.12,102.62,94.56,93.35,88.66,84.91,58.2,76.01,67.67,66.07,66.26,80.41,47.52,45.45,48.45,56.98,45.64,57.83,58.95,54.92,53.33,56.33,44.42,41.14,49.77,46.02,39.08,38.61,39.55,40.67,46.86,47.52,44.52,44.05,39.55,39.46,54.26,36.27,42.17,46.58,41.8,39.46,45.17,48.83,63.92,57.08,52.58,51.55,43.39,55.86,52.39,57.73,44.52,64.29,53.42,51.83,64.85,62.51,62.7,63.36,62.42,61.67,45.45
city,Virginia Beach,VA,,Virginia Beach,walking,,100,96.75,106.76,105.97,123.97,146.17,98.67,90.71,86.23,93.63,95.41,126.75,145.67,91.93,98.76,87.74,89.98,93.76,125.57,143.12,84.83,99.78,101.02,95.02,98.71,121.68,142.42,90.6,99.28,87.65,100.16,113.81,168.08,171.29,109.63,111.6,104.61,97.26,86.59,117.05,144.61,100.07,102.35,95.27,108,114.85,169.02,197.78,102.15,109.99,123.61,109.11,109.22,131.47,164.01,109.06,131.85,114.54,113.63,117.68,152.04,158.63,82.88,92.36,98.69,88.43,108.27,139.12,79.07,64.28,66.99,69.41,60.57,79.04,92.56,97.04,89.28,76.33,64.25,66.59,76.4,89.8,71.78,64.39,75.18,79.33,84.04,86.32,92.27,93.24,62.65,70.45,88.7,80.15,95.64,107.78,89.83,88.72,77.5,100.41,104.11,85.94,105.31,102.64,83.77,90.34,101.11,106.44,89.13,119.65,132.78,116.37,118.92,102.69,108.62,118.25,134.75,143.98,111.98
city,Washington DC,DC,,Washington DC,driving,DC,100,105.82,109.02,110.37,123.98,99.19,92.14,95.47,100.47,103.39,107.18,122.96,119.85,87.93,97.22,100.04,100.78,103.9,120.42,119.85,85.82,95.39,101.99,98.72,102.95,113.51,119.02,92.86,99.79,103.74,106.74,113.89,139.77,127.72,101.93,106.8,104.18,104.71,107.77,125.44,130.02,97.44,99.28,105.48,109.59,114.17,129.47,128.34,96.56,106.99,110.98,112.23,115.66,130.54,133.53,100.47,108.19,106.25,105.11,101.89,107.94,93.77,64.94,74.91,68.14,64.23,63.93,69.48,59.31,45.78,47.58,50.66,45.96,52.99,58.72,47.84,42.06,50.94,42.38,44.26,46.01,52.48,45.85,38.71,46.53,45.85,49.27,47.86,53.97,51.05,35.53,43.97,49.19,52.25,52.38,59.52,54.52,47.06,53.81,52.28,56.23,55,60.32,60.26,43.8,54.2,54.59,60.28,53.78,69.04,70.05,51.18,62.07,61.42,59.25,68.14,71.62,71.73,61.61
city,Washington DC,DC,,Washington DC,transit,DC,100,100.78,103.92,105.02,112.26,96.01,87.76,92.49,96.68,98.26,104.15,120.06,110.16,82.43,99.08,96.65,96.56,99.24,109.25,104.35,80.2,95.86,97.36,94.3,93.88,104.65,102.43,83.16,92.82,98.7,100.22,104.81,120.18,109.07,94.05,100.5,102.04,101.29,101.45,114.7,113.41,88.44,97.66,102.08,101.57,100.94,119.47,109.45,88.1,99.54,103.07,104.46,106.06,114.65,113.59,88.74,100.27,95.38,90.73,78.45,76.38,60.2,44.48,47.06,40.1,36.31,33.61,33.13,25.68,21.63,22.98,23.47,21.16,22.62,23.22,19.22,18.71,21.24,18.3,17.95,17.87,18.21,16.45,15.54,18.87,17.59,18.79,16.92,17.76,16.99,14.23,17.01,17.37,17.02,17.1,17.14,16.61,16.66,18.2,17.76,17.58,16.13,17.53,16.78,15.9,18.61,17.97,19.06,17,19.33,19.14,17.33,20.78,19.98,18.67,20.94,20.18,19.19,17.82
city,Washington DC,DC,,Washington DC,walking,DC,100,99.07,109.61,104.16,123.16,119.71,106.28,89.15,84.87,96.07,108.83,146.44,152.17,98.26,96.02,97.11,99.12,99.86,121.97,142.03,93.86,96.55,99.78,91.27,88.89,112.34,144.16,101.6,82.4,96.18,100.33,102.67,144.48,167.65,138.25,115.74,99.49,99.28,101.57,125.12,166.11,114.87,98.09,98.21,103.21,107.21,131.58,144.66,113.18,104.74,113.76,120.47,116.91,130.96,165.53,125.01,118.95,106.91,101.09,93.05,104.24,96.93,57.97,57.09,54.55,50.56,54.55,58.62,53.16,43.48,31.99,39.32,31.24,43.64,46.98,38.3,41.06,43.29,31.73,34.89,36.48,42.58,40.64,40.96,40.76,35.97,43.18,36.12,37.5,44.63,32.84,33.58,37.56,38.69,37.76,42.5,41.8,43.51,41.89,38.4,42.53,36.16,41.55,49.89,33.15,39.68,37.87,47.37,34.38,49.86,64.11,42.64,49.86,44.95,39.69,52.24,47.21,51.12,51.17
sub-region,Alabama,,,,driving,,100,102.9,103.51,109.71,133.97,118.17,89.3,107.34,101.15,100.33,105.53,125.69,122.09,82.45,98.85,101.6,97.95,109.32,129.43,123.78,87.78,100.84,101.5,97.22,105.55,127.88,121.14,91.5,100.76,106.25,106.59,122.67,152.62,136.69,97.66,113.36,108.61,112.41,116.53,148.9,141.79,100.77,109.77,115.64,116.12,125.69,152.84,149.38,104.53,110.73,115.38,110.9,124.09,157.82,158.73,109.85,119.48,119.23,119.83,129.93,143.13,139.87,94.6,101.37,94.06,91.95,91.01,96.05,80.87,56.34,68.01,70.35,74.9,77.58,83.93,73.09,55.39,69.87,65.71,72.21,74.02,81.15,63.88,47.43,66.24,64.79,67.16,74.06,81.02,70.31,38.02,73.6,76.29,80.49,84.27,93.82,83.72,53,85.85,86.77,86.64,77.99,103.96,91.72,71.99,89.64,92.04,85.27,102.2,119.89,110.38,88.34,104.61,106.75,111.02,117.71,124.49,124.61,90.78
sub-region,Alaska,,,,driving,,100,104.69,104.64,110.1,126.32,122.44,91.11,98.78,104.55,104.3,105.26,122.92,116.96,84.2,99.6,99.76,102.31,105.06,122.27,119.04,82.5,101.77,102.76,106.87,113.41,131.27,123.14,94.15,102.66,106.55,105.08,118.67,142.33,130.53,102.35,108.8,106.72,108.95,112.84,131.76,129.62,96.81,111.14,112.51,112.52,119.63,139.78,136.2,97.47,110.28,109.12,111.65,119.5,140.26,134.89,113.42,117.51,118.25,118.97,117.13,123.7,111.58,82.99,90.2,88.9,79.9,79.84,86.61,72.41,63.06,64.78,68.09,64.82,70.73,75.4,65.99,50,64.89,69.1,67.78,65.35,74.18,67.72,55.78,68.91,69.23,70.08,74.71,84.37,80.08,50.31,73.04,78.33,84.12,85.19,96.32,91.52,72.72,85.33,86.93,92.88,94.09,105.86,107.96,86.04,102.82,104.81,108.48,113.43,129.13,124.43,97.39,112.57,118.2,119.8,121.09,140.2,139.71,101.56
sub-region,Arizona,,,,driving,,100,104.06,106.9,111.45,129.15,124.63,91.76,102.98,103.8,105,108.99,123.39,118.69,83.08,100.67,105.22,107.72,114.04,129.78,122.68,81.91,102.53,106.31,105.73,111.19,130.39,128.05,90.51,104,106.8,112.99,122.15,143.8,130.54,100.38,112.58,112.31,117.05,121.7,138.9,131.76,104.95,115.16,117.05,117.74,123.17,139.76,144.6,103.5,113.16,116.05,119.27,125.91,144.49,136.64,102.42,116.4,114.82,113.16,110.59,120.62,113.76,85.38,94.73,88.27,75.71,76.44,80.42,70.35,51.77,64.11,63.48,62.87,62.83,68.31,62.77,48.89,59.53,58.64,55.66,57.09,64.52,56.58,44.47,55.74,57.27,57.05,59.81,67.34,58.92,39.08,58.1,60.25,65.15,66.07,74.91,69.2,54.55,66.37,65.41,67.08,70.15,78.6,73.7,57.21,68.56,69.72,71.36,74.91,86.46,82.43,63.34,74.81,77.27,76.81,79.84,92.28,88.21,64.73
sub-region,Arkansas,,,,driving,,100,102.55,101.93,106.38,124.97,124.45,88.02,103.18,100.14,90.55,101.84,122.27,122.81,82.69,97.97,98.5,98.35,104.2,125.55,121.08,85.56,96.9,98.34,92.08,103.24,122.62,123.14,83.08,99.62,103.37,101.89,119.57,145.81,133.39,97.96,106.32,103.31,106.84,113.83,137.15,136.22,90.93,104.05,111.79,113.3,121.56,150.13,152.21,101.54,109.26,117.42,115.8,127.72,156.65,158.27,107.17,109.99,121.35,114.69,116.86,123.98,113.61,83.41,90.28,89.9,85.06,82.46,93.14,78.79,53.24,73.56,73.12,80.01,84.08,87.19,72.26,66.42,70.48,74.04,78.26,78.26,79.09,65.18,55.58,72.26,74.27,79.33,81.45,90.26,73.49,46.44,78.71,81.44,88.89,93.05,97.37,92.46,61.61,91.16,94.73,79.54,93.89,101,95.99,77.81,90.46,88.94,97.65,105.96,120.41,112.81,82.15,99.62,106.02,109.74,110.77,127.22,121.01,85.59
sub-region,California,,,,driving,,100,104.39,109.34,109.36,129.78,122.26,94.19,103.49,107.08,109.41,114.18,128.14,122.28,91.63,101.95,105.89,106.63,110.97,128.51,121.9,84.06,100.77,105.21,108.44,114.26,130.28,125.41,93.45,107.18,111.65,114.05,124.88,150.11,130.03,106.16,111.6,113.94,114.47,120.36,137.45,129.22,103.92,111.7,114.15,115.08,119.27,136.49,131.51,98.24,107.42,115.82,112.66,118.41,133.54,124.57,97.19,103.6,104.83,105.59,103.43,106.77,86.16,66.24,77.57,68.07,63.09,60.53,59.09,49.54,38.73,47.87,47.95,48.01,48.85,53.87,45.24,37.42,47.97,48.72,49.62,49.1,55.49,46.36,35.48,43.85,45.44,46.02,45.78,53.26,50.09,33.83,48.35,51.04,54.19,54.41,60.08,54.76,45.63,54.55,54.87,57.01,59.03,66.53,62.01,51.05,58.46,60.66,61.24,64.44,73.47,68.46,57.11,65.18,67.93,67.97,70.65,82.5,79.74,63.04
sub-region,Colorado,,,,driving,,100,103.46,105.66,109.36,130.55,121.37,89.84,103.79,99.12,101.85,107.31,124.4,119.05,90.01,94.06,100.08,98.41,106.61,123.48,116.4,85.08,85.85,81.32,99.4,111.29,104.75,119.48,80.31,103.81,110.09,110.41,124.65,144.99,128.72,100.63,107.58,103.31,110.41,118.35,135.04,127.98,87.4,102.7,100.77,108.61,114.51,134.84,126.96,94.51,100.58,110.88,112.17,116,136.61,135.28,99.99,108.5,109.98,111.84,107.94,107.67,98.41,75.88,81.94,71.01,70.73,51.78,58.73,55.57,46.11,55.57,56.2,53.79,44.99,47.2,42.94,36.75,46.52,50.46,50.38,44.42,50.54,48.83,41.54,51.38,52.34,52.63,53.16,60.71,54.8,28.37,42.02,49.71,56.59,44.83,60.96,56.55,48.93,59.37,58.6,61.01,62.72,69.62,66.93,55.48,67.3,67.84,70.94,72.65,85.85,74.45,66.67,73.27,77.64,76.96,80.01,91.78,88.72,67.97
sub-region,Connecticut,,,,driving,,100,105.22,108.31,109.35,129.29,99.31,92.46,108.97,103.64,104.64,108.24,127.19,118.06,91.38,95.91,99.36,101.77,107.71,127.19,119.92,86.23,98.65,101.23,101.17,101.88,121.7,124.01,92.74,98.74,102.86,104.57,111.47,141.11,125.78,99.94,114.81,108.16,111.61,114.62,137.07,134.49,105.14,103.36,105.81,111.97,114.15,135.71,135.21,101.92,104.6,109.54,110.82,118.85,133.63,131.02,100.4,107.2,105.29,104.86,100.15,106.42,97.24,72.79,77.84,67.75,69.93,62.74,70.69,63.82,47.94,46.34,54.32,50.94,58.36,66.23,53.21,38.06,50.2,53.02,55.3,53.67,56.79,58.48,45.8,57.29,58.07,54.1,52.59,63.59,63.24,39.65,46.19,64.81,66.02,65.14,72.44,59.87,63.21,64.52,58.43,67.09,67.28,69.62,83.7,50.57,62.11,76.22,73.59,66.68,80.66,91.25,78.02,75.87,83.16,77.63,85.85,88.65,89.4,72.64
sub-region,Delaware,,,,driving,,100,99.97,102.53,104.41,121.44,100.13,87.43,98.63,97.53,99.23,100.23,120.22,106.07,81.85,93.66,94.39,98.65,101.07,120.47,111.72,81.44,101.1,96.92,98.86,101.58,115.57,114.67,92.84,101.73,103.31,104.76,112.45,140.57,127.95,99.1,115.17,106.39,105.98,109.45,131.99,125.32,94.85,101.14,102.77,107.03,112.35,134.82,130.78,96.71,105.17,108.15,111.82,116.13,135.22,132.63,100.64,109.72,107.44,108.19,105.46,119.07,101.81,77.22,85.09,80.74,78.1,74.71,93.46,66.92,49.88,58.73,57.25,53.96,64.31,71.11,53.78,46.49,60.96,57.44,60.93,62.39,68.05,54.67,45.74,60.03,59.14,63.13,62.31,69.77,61.74,40.66,54.23,67.64,71.12,71.87,78.44,67.01,57.47,69.02,68.38,74.78,74.64,77.74,79.08,54.47,72.03,78.85,80.78,77.1,93.78,90.08,69.78,84.43,87.03,83.46,94.26,104.27,97.59,77.57
sub-region,Florida,,,,driving,,100,102.25,104.85,108.92,126.69,118.8,89.04,102.53,103.07,101.36,107.03,122.59,117.41,85.26,97.05,100.96,101.79,108.85,125.23,115.1,86.35,101.79,103.39,105.55,111.7,124.22,119.36,91.8,104.87,108.99,113.63,121.7,141.19,128.4,99.36,112.63,113.95,113.83,118.75,132.84,126.69,96.35,107.78,111.31,116.43,121.17,139.23,132.22,100.16,110.05,113.53,117.34,121.91,137.29,135.33,99.37,114.21,115.54,116.13,115.78,123.96,111.1,83.92,91.69,84.54,77.58,74.05,75.3,59.77,44.55,55.2,54.61,54.37,54.09,56.35,47.01,37.27,49.17,49.6,50.45,50.53,50.2,41.96,31.69,45.33,47.16,47.94,49.64,54.42,46.88,31.8,49.15,50.24,53.19,53.06,60.61,52,43.44,54.44,56.36,57.37,58.44,60.98,59.15,45.61,59.74,61.18,62.66,62.59,75.94,69.3,56.08,69.01,72.88,73.4,75.98,86.98,82.67,57
sub-region,Georgia,,,,driving,,100,104.66,105.64,112.08,130.73,119.62,91.96,102.47,101.97,102.67,106.62,123.23,122.27,83.75,97.38,104.19,101.5,110.13,125.99,126.66,87.47,101.6,104.08,103.38,103.32,124.8,105.49,93.49,105.57,107.78,110.78,120.74,155.74,136.97,96.4,110.76,109.03,111.16,111.14,136.71,138.1,95.06,103.06,111.9,116.48,124.65,145.94,152.6,104.44,108.88,109.7,111.23,117.4,154.7,150.99,104.91,114.96,112.66,116.84,115.96,127.46,117.83,82.08,88.05,82.08,80.13,81.91,86.96,77.85,52.13,61.12,61.17,67.37,67.57,74.95,66.45,50.51,63.57,58.74,64,65.38,65.32,52.11,43.33,58.34,58.6,59.92,63.68,70.43,63.37,37.93,64.1,66.57,70.23,72.89,81.91,75.84,48.83,73.02,73.36,74.29,66.75,88.4,83.17,64.77,78.51,81.28,77.72,85.82,101.26,98.64,78.72,88.68,92.15,93.28,98.08,104.33,109.5,80.6
sub-region,Hawaii,,,,driving,,100,102.45,108.07,107.52,119.11,119.26,100.47,103.9,105.08,105.37,109.51,114.03,114.08,92.01,99.14,100.55,99.61,106.35,111.46,110.86,82.55,98.52,100.37,101.73,105.01,110.56,115.33,95.47,111.39,102.34,105.83,112.84,130.31,122.54,107.65,107.84,109.6,111.44,111.54,124.09,122.8,102.46,108.47,107.84,108.22,109.39,120.58,118.18,97.3,101.88,102.32,103.07,108.26,122.57,118.58,99.92,103.86,104.66,103.7,103.14,108.83,106.57,88.31,89.04,80.74,75.47,67.67,64.65,53.67,40.3,42.95,35.76,32.74,30.92,33.3,29.09,24.18,30.63,31.39,31.43,30.53,33.42,31.35,24.38,30.05,30.86,30.8,31.27,34.18,29.77,20.43,29.92,30.08,33.12,32.57,36.65,34.2,27.11,32.92,33.01,33.78,33.2,36.38,35.47,28.94,33.98,35.1,35.52,39.36,42.17,41.3,32.18,38.44,39.84,42.13,40.03,46.01,48.93,37.25
sub-region,Idaho,,,,driving,,100,99.75,106.43,109.34,132.6,124.65,82.54,108.31,103.59,107.4,109.86,129.68,126.91,79.81,99.73,103.35,107.34,110.84,132.93,131.66,78.19,101.37,105.8,106.39,110.53,139,131.44,88.52,109.58,112.31,116.49,128.54,153.94,140.08,94.74,121.8,113.53,115.28,125.84,148.6,149.1,95.66,113.61,116.21,117.12,129.78,155.62,150.02,97.61,114.74,115.86,117.97,133.01,157.14,150.43,99.01,115.23,123.16,120.1,124.25,139.85,120.43,80.75,104.4,100.82,99.35,102.51,108.43,96.4,71.12,84.26,82.81,78.8,73.23,80.36,71.65,52.48,69.85,81.19,74.16,74.74,82.3,72.31,53.64,74.49,78.45,82.52,86.27,97.17,81.59,50.95,81.32,83.96,86.36,92.53,106.46,96.42,74.96,96.65,95.9,96.43,99.27,113.18,105.59,82.32,97.17,106.06,108.44,107.7,133.56,120.48,91.82,116.7,118.87,116.62,126.04,145.85,136.89,95.11
sub-region,Illinois,,,,driving,,100,103.65,103.89,108.53,126.87,112.45,88.68,101.72,101.67,100.94,103.07,121.44,119.73,86.67,94.56,98.35,99.51,104.9,125.43,124.86,87.42,96.24,98.86,101.67,104.18,119.92,126,89.94,99.95,106.5,107.08,115.23,146.13,139.61,109.95,111.35,105.53,106.8,112.35,134.5,139.75,102.31,101.12,101.45,104.36,115.5,140.27,144.06,107.71,106.76,109.95,112.44,118.13,141.76,147.82,109.11,106.23,110.9,109.1,107.43,121.99,106.44,77.25,82.12,78.3,69.33,67.9,75.5,56.83,37.41,49.54,52.9,56.99,54.43,60.51,52.2,42.88,54.91,55.2,57.41,59.04,66.64,56.18,46.41,56.14,60.82,59.14,60.53,69.07,62.17,40.94,58.37,60.7,65.27,67.21,70.29,72.86,58.04,70.6,69.35,69,70.97,79.51,70.02,63.41,69.93,72.41,69.7,77.56,92.11,91,70.15,76.47,76.07,83.4,87.82,97.49,99.25,69.34
sub-region,Indiana,,,,driving,,100,102.7,103.12,105.52,123.72,112.11,83.59,99.55,98.95,102.09,104.58,122.44,118.33,83.79,93.71,99.09,99.91,103.38,123.9,121.93,84.21,96.15,100.2,101.05,100.79,119.66,121.31,88.3,100.93,105.9,103.43,107.51,136.76,132.04,97.67,107.12,105.53,107.95,116.88,136.12,138.96,96.64,101.04,105.99,102.63,112.77,139.38,142.01,100.62,105.77,115.25,115.47,120.85,140.4,143.6,101.63,105.26,108.99,108.78,107.46,119.34,98.33,75.86,84.88,81.05,74.75,73.49,83.07,66.96,48.35,64.94,64.27,58.93,59.88,64.5,54.69,45.7,61.91,61.4,62.67,67.19,75.34,60.03,48.96,66.46,69.1,71.09,70.88,78.29,68.79,42.44,68.31,72.16,75.17,80.03,79.32,81.02,62.15,84.47,83.49,86.17,81.75,99.41,81.24,67.16,88.01,90.56,84.47,89.93,109.37,103.99,76.92,98.08,93.55,101.63,108.24,115.9,113.76,77.57
sub-region,Iowa,,,,driving,,100,104.67,98.34,112.88,74.14,85.11,85.68,104.01,104.56,90.28,100.18,121.42,140.12,98.11,99.4,104.99,103.46,112.74,132.92,143.76,97.64,105.72,103.05,103.55,111.1,125.42,140.46,96.27,100.75,107.14,102.62,102.7,143.87,149.58,108.26,106.83,106.09,107.12,118.85,146.89,152.78,109.57,103.37,106.63,110.64,117.71,146.9,160.74,113.48,108.94,115.14,116.17,121.48,151.68,160.21,114.55,108.37,115.28,113.96,116.53,136.98,111.41,86.84,88.59,85.64,76.66,75,84.25,74.51,54.17,68.91,70.45,71.24,72.72,78.62,66.27,56.4,74.6,75.83,76.72,74.78,74.97,72.99,61.76,71.64,81.2,77,77.25,90.7,73.1,42.02,73.92,77.92,81.15,81.9,90,88.56,73.95,87.94,90.89,92.78,97.9,102.14,97.67,83.07,96.04,93.25,94.83,108.58,130.45,110.16,91.19,99.42,98.41,106.85,110.83,132.55,122.86,87.18
sub-region,Kansas,,,,driving,,100,107.09,105.54,111.25,92.27,130.55,86.61,104.05,103.8,90.96,100.83,116.58,128.15,87.43,99.92,94.92,101.57,108.01,127.5,132.8,83.42,97.73,101.22,96.02,106.24,122.6,128.67,91.15,101.18,107.49,95.19,107.69,140.81,141.5,102.77,113.02,110.22,108.08,112.12,136.84,140.96,96.19,104.21,104.07,110.25,119.25,143.88,150.23,106.25,108.37,114.19,115.66,123.57,151.2,152.4,104.72,106.55,116.29,122.5,119.26,126.8,107.53,79.63,90.23,84.65,80.17,80.23,85.03,73.49,52.45,70.82,61.33,64.67,65.18,71.63,61.38,51.34,61.94,65.6,66.85,64.5,64.89,58.92,49.33,64.16,69.4,70.9,70.34,77.82,68.31,39.14,66.45,69.89,77.47,73.96,81.8,80.27,63.94,79.71,83.32,76.87,88.54,86.96,88.9,71.78,85.01,85.18,88.71,96.74,111.2,99.36,79.43,86.95,100.99,100.24,96.86,119.79,110.97,81.14
sub-region,Kentucky,,,,driving,,100,104.27,103.27,107.79,123.87,114.81,85.06,98.72,100.02,101.04,106.63,123.98,118.56,81.56,94.83,98.48,100.92,105.46,125.2,119.55,85.99,98.24,102.5,104,107.91,115.24,113.47,87.1,100.67,106.22,109.37,120.79,148.93,135.15,96.72,110.72,105.26,111.72,114.84,139.52,135.68,95.97,103.73,110.97,113.68,118.59,143.42,144.07,105.41,106.86,116.46,117.87,124.69,145.38,145.95,105.65,116.66,113.68,117.04,107.86,124.05,103.53,78.41,86.87,83.22,77.73,77.28,88.29,73.43,55.91,68.79,65.06,70.01,73.17,77.36,68.98,56.23,68.8,64.64,66.8,70.3,78.8,68.09,55,69.43,71,71.04,73.51,80.85,70.41,44.07,66.31,71.46,78.05,80.95,84.82,81.95,64.59,83.79,83.27,86.55,80.29,96.77,79.15,64.42,87.89,89.27,84.96,91.39,109.34,101.18,75.75,97.52,91.16,98.13,105.21,108.35,110.28,80.51
sub-region,Louisiana,,,,driving,,100,95.97,89.05,93,111.95,105.54,77.39,86.05,87.81,86.62,89.39,108.9,104.08,65.51,82.81,85.28,85.55,90.12,111.19,108.78,69.82,84.04,87.38,83.74,89.2,112.79,110.46,80.8,84.45,91.05,92.59,102.7,137.45,127.11,83.59,91.46,96.35,99.49,102.73,150.55,153.04,116.3,112.2,116.79,105.96,105.21,124.64,120.29,84.97,94.81,98.71,93.15,107.48,132.17,132.84,92.39,98.57,101.3,103.14,104.32,114.88,102.63,73.64,78.14,69.03,66.5,64.69,69.27,52.37,39.24,49.32,46.69,49.26,50.78,55.25,45.75,37.45,47.4,48.62,50.13,49.44,54.45,43.06,36.72,48.82,50.01,52.2,54.71,55.14,48.08,30.6,53.44,55.06,59.5,61.13,65.58,54.17,41.01,61.98,62.76,60.95,63.07,73.79,64.38,51.76,65.53,63.99,64.93,73.85,83.4,72.69,58.19,73.85,78.36,78.21,81.41,83.3,80.62,60.25
sub-region,Maine,,,,driving,,100,104.9,106.6,77.37,129.84,119.18,91.58,113.32,103.7,104.6,108.33,128.78,125.65,95.58,96.62,100.02,101.7,105.79,128.76,130.2,95.72,98.81,101.93,106.6,81.01,87.62,131.45,105.54,97.32,105.15,111.35,93.09,141.78,145.36,122.48,125.21,106.55,121.69,124.75,142.02,140.16,112.45,105.6,107.65,109.35,100.92,145.07,147.31,114.28,104.58,115.16,110.63,119.63,136.45,138.65,115.27,107.49,107.38,109.02,107.94,111.37,111.71,86,81.49,69.65,74.9,64.94,71.35,74.48,60.82,57.88,55.21,57.82,62.65,69.54,72.14,44.59,51.35,60.6,60.42,47.67,55.36,58.91,48,60.26,60.18,61.94,53.99,60.74,66.54,47.06,51.99,69.12,72.24,70.84,79.26,69.4,74.45,75.3,71.16,74.94,83.68,87.01,93.98,64.24,64.65,76.81,87.43,79.06,84.41,100.57,82.94,85.31,90.04,94.45,93.53,108.65,85.9,81.59
