geo_type,region,state,county,city,transportation_type,alternative_name,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20
city,Birmingham - Alabama,AL,,Birmingham - Alabama,walking,,100,94.69,98.19,102.98,122.6,124.46,80.39,86.44,90.75,93.73,90.6,126.81,139.08,64.82,88.17,98.97,91.76,100.41,126.44,129.06,72.9,94.11,94.05,92.55,94.43,119.35,135.55,74.19,80.48,94.2,101,114.1,146.68,149.17,94.9,98.42,93.74,105.19,95.59,154.97,142.76,66.5,98.02,114,108.37,118.65,145.4,160.64,76.06,88.59,107.9,100.69,112.16,151.71,164.32,85.34,100.15,105.33,102.34,115.24,110.84,114.48,59.9,77.73,72.97,68.35,69.22,69.35,59.97,38.97,52.67,58.21,61.53,65.06,64.83,55.67,44.53,62.41,52.84,63.96,62.17,66.01,55.53,42.52,55.33,52.87,57.38,66.87,75.01,64.13,25.07,63.44,67.27,69.48,72.3,78.4,73.64,35.7,75.05,71.99,69.27,63.45,82.75,72.76,55.21,72.65,75.75,71.89,79.41,90.95,82.51,64.08,85.46,86,89.58,91.72,89.13,91.26,61.86
city,Boston,MA,,Boston,driving,,100,102.84,108.22,109.17,124.38,102.86,84.1,96.18,101.76,102.08,105.25,121.47,110.97,85.57,92.36,97.64,101.09,104.86,119.76,111.52,79.1,92.4,98.52,100.31,101.35,118.91,113.82,86.95,95.1,102.03,104.54,108.95,132.65,115.01,91.91,96.23,103.09,106.54,107.25,121.26,114.81,88.86,97.75,102.46,104.67,112.25,126.72,120.81,92.44,97.76,108.66,103.24,110.35,121.4,113.53,91.06,100.2,98.55,96.6,90.89,92.56,80.61,59.66,64.49,54.72,56.98,49.03,58.15,50.53,37.86,42.31,40.65,38.33,42.77,49.56,44.67,29.68,37.99,41.51,41.16,38.93,41.89,43.16,35.41,42.53,43.91,40.27,39.41,48.47,47.59,31.69,35.54,47.43,46.97,46.27,53.2,41.13,45.87,45.71,44.37,47.5,52.44,50.9,58.4,38.06,42.24,50.86,54.1,50.73,57.25,62.69,55.29,54.42,59.26,58.57,60.04,66.52,61.04,52.38
city,Boston,MA,,Boston,transit,,100,100.59,105.25,104.49,111.98,109.27,95.06,101.35,101.06,103.02,106.54,120.9,117.23,93.79,96.13,99.03,100.64,107.32,121.19,118.27,86.04,100.45,102.22,100.18,101.07,119.03,120.94,90.87,97.37,99.9,102.97,108.57,129.43,121.9,101.62,104.72,107.78,111.2,112.32,124.86,123.07,90.72,98.85,103.5,104.59,113.24,126.75,121.56,90.25,96.94,105.92,98.23,105.63,110.78,104.82,87.85,98.17,91.27,82.99,67.58,60.01,55.73,40.6,38.33,30.97,30.1,25.85,26.2,23.17,19.83,19.95,18.96,18.18,19.53,20.19,18.9,16.24,18.84,18.78,17.36,17.07,15.84,17.64,16.11,18.3,18.38,17.65,17.14,17.16,17.21,15.27,17.35,18.3,19.35,16.55,17.61,16.55,17.71,18.3,18.15,17.89,18.5,16.91,18.82,15.58,17.92,19.41,19.37,17.9,18.7,19.67,20.99,21.99,22.21,20.76,21.58,20.38,19.95,18.7
city,Boston,MA,,Boston,walking,,100,103.98,113.98,107.34,112.25,122.85,107.63,98.35,97.42,103.55,109.29,139.24,141.8,106.54,96.25,100.26,102.48,110.8,141.63,158.06,93.68,95.95,103.6,103.21,93.94,126.47,150.39,96.19,90.25,94.04,108.28,111.29,146.16,165.25,131.02,115.7,99.17,115.09,113.84,137.19,163.65,114.38,105.75,104.98,107.75,115.23,140.48,157.8,104.03,100,124.15,101.16,120.16,135.67,147.03,109.47,117.26,103.21,94.67,82.12,80.72,92.01,61.07,48.95,41.07,49.23,31.78,48.03,45.45,31.83,28.69,33.86,29.46,37.53,44.49,40.83,21,27.39,34.09,30.71,26.29,26.37,38.38,33.28,38.33,38.9,31.05,25.67,33.48,38.84,31.06,22.49,37.78,34.86,31.34,36.18,26.89,42.68,34.34,29.52,31.56,37.75,31.24,51.1,26.79,25.58,36.04,40.25,33.25,38.84,54.68,52.26,42.86,43.84,41.7,43.33,43.89,38.41,37.83
city,Bridgeport,CT,,Bridgeport,driving,,100,103.87,107.27,106.25,123.8,94.73,89.48,106.86,99.13,99.33,104.06,119.25,112.49,87.69,90.88,95.23,94.27,101.51,123.84,112.26,81.06,92,94.55,94.62,98.5,116.29,115.78,86.28,94.09,101.46,100.34,108.97,134.18,117.19,92.88,111.9,103.31,105.51,110.55,128.31,125.07,102.05,98.59,102.41,108.68,109.73,129.67,127.02,93.67,101.08,102.67,104.06,111.35,125.99,118.9,93.07,102.17,101.26,99.9,92.95,99.61,91.88,68.46,74,63.45,62.93,57.01,65.63,56.88,41.69,40.77,48.43,45.6,51.14,58.01,45.66,32.48,45.05,47.46,48.85,47.4,50.82,50.71,38.94,50.69,50.68,47.74,46.15,53.47,53.81,33.13,39.43,54.28,57.52,56.38,64.23,53.7,51.81,55.99,50.18,61.76,58.27,59.52,70.75,43.01,55.46,70.41,65.37,58.95,73.4,79.96,66.12,68.44,74.48,68.91,78.15,77.6,81.71,64.36
city,Bridgeport,CT,,Bridgeport,transit,,100,92.42,95.86,94.9,102.67,90.9,86.67,102.76,102.85,114.15,106.39,112.55,102.71,89.11,105.1,99.13,96.09,95.45,99.03,103.54,82.81,96.83,100.83,101.1,91.59,109.19,103.86,83.36,96.28,101.93,100.97,109.15,121.97,107.49,92.28,116.27,101.15,109.28,111.03,114.15,109.01,96.51,99.13,101.15,101.1,102.48,116.68,111.4,86.58,100.92,100.28,105.97,96.46,111.4,107.08,89.71,100.55,94.3,89.61,78.91,76.61,80.19,60.39,62.27,51.79,50.78,39.15,41.91,43.8,36.12,35.06,33.92,33.36,30.74,34.56,31.57,30.06,34.24,30.33,36.17,25.69,30.15,31.34,29.6,31.76,30.7,30.24,31.71,34.65,33.46,27.39,30.42,36.03,34.6,28.86,32.26,29.14,29,27.76,28.31,30.19,28.13,28.4,31.99,22.84,26.47,31.85,28.03,29.6,32.4,33.78,30.88,32.54,37.82,30.06,34.15,30.42,33.92,31.99
city,Bridgeport,CT,,Bridgeport,walking,,100,102.45,116.05,106.74,123.02,102.5,87.99,97,100.25,105.25,97.15,126.7,116.15,90.99,87.58,100.81,93.29,94.09,122.72,131.15,84.1,98.64,98.13,93.66,94.88,118.1,120.9,85.18,92,95.28,103.86,107.14,126.45,120.55,87.94,109.31,101.84,104.11,104.59,131.27,132.61,96.67,105.15,99.57,97.58,101.51,125.09,136.42,91.8,98.49,103.71,104.97,110.83,122.61,124.99,96.97,112.54,107.27,105.02,92.23,101.72,107.19,81.63,86.52,84.65,81.93,74.28,87.15,74.36,59.04,46.19,70.77,59.84,69.61,86.98,62.92,39.7,58.2,67.62,73.45,64.31,65.22,69.94,61.91,75.14,73.8,64.84,60.37,67.52,73.85,58.18,45.68,71.2,76.53,69.26,80.87,60.75,75.9,70.57,63.18,74.68,74.23,69.76,97.02,53.03,66.61,91.57,79.96,71.91,91.95,101.97,101.19,95.53,103.43,81.5,108.23,86.85,92.1,87.51
city,Charlotte,NC,,Charlotte,driving,,100,102.45,106.51,111.42,130.02,116.21,86.55,103.85,106.98,105.34,110.31,121.02,120.24,81.29,100.23,107.32,105.3,109.3,122.45,121.25,82.74,101.73,105.4,104.77,102.02,128.37,118.69,88.2,106.68,109.53,110.91,116.26,146.3,130.8,91.64,111.41,110.74,114.02,98.74,127.99,135.98,91.47,108.33,114.58,118.72,129.98,152.67,157,106.57,121.14,115.33,115.97,119.06,143.36,145.8,100.47,115.18,116.77,118.2,117.04,125.45,112.16,76.03,88.35,81.42,79.36,78.72,86.98,74.32,50.69,61.39,63.33,70.2,56.6,64.29,57.94,45.84,58.67,55.39,58.56,61.36,69.12,60.26,46.37,61.53,61.46,64.14,66.48,70.8,63.5,37.08,66.42,69.62,72.03,74.63,84.66,76.82,56.51,69.84,74.8,75.96,69.89,88.41,77.18,63.07,78.45,81.29,80.56,83.98,97.17,89.53,72.68,86.08,84.26,88.97,95.54,103.36,103.79,75.83
city,Charlotte,NC,,Charlotte,transit,,100,98.24,100.72,98.92,106.88,95.27,88.55,98.16,103.16,99.22,98.6,99.8,105.85,81.21,100.31,100.68,96.13,97.78,100.67,103.34,81.42,99.45,100.63,103.19,92.18,103.11,100.34,87.85,104.39,101.59,110.67,107.82,119.78,108.57,86.31,105.67,108.75,100.36,85.96,112.22,115.84,86.5,95.27,105.39,105.22,111.52,121.47,124.15,94.18,102.65,99.81,99.64,99.35,116.45,117.44,85.36,102.71,103.43,100,98.86,98.11,91.83,68.92,74.13,72.46,63.36,63.55,66.25,55.73,44.74,51.83,51.59,53.82,45.96,49.97,46.19,41.72,51.16,43.99,44.8,50.12,49.66,50.03,42.56,50.75,49.76,47.39,49.78,47.29,44.97,34.56,49.08,48.34,44.01,49.86,52.25,50.27,42.47,51.11,48.74,49.01,44.66,52.15,46.21,49.25,54.93,54.06,53.07,51.08,56.31,50.85,52.17,58.36,56.47,56.09,57.83,57.51,55.22,50.24
city,Charlotte,NC,,Charlotte,walking,,100,104.79,112.58,113.66,151.61,174.87,112,106.97,111.26,104.86,109.33,122.62,160.79,88.17,97.24,109.59,103.18,105.58,121.16,164.6,91.37,102.85,100.3,107.82,96.84,140.75,153.63,94.1,100.16,106.7,109.32,111.55,169.95,184.53,103.03,108,104.35,103.91,90.99,147.93,187.43,99.25,97.36,115.43,123.66,133.9,177.4,239.5,124.88,116.07,110.53,115.35,110.76,160.54,200.82,111.96,114.55,114.79,119.32,116.2,132.46,155.62,78.26,85.4,78.15,81.01,78.81,88.15,81.37,53.59,59.87,61.48,73.42,58.91,71.19,67.69,55.48,66.78,56.17,60.65,67.28,75.22,68.3,55.4,66.34,68.31,71.12,75.08,77.33,74.87,39.25,71.21,75.63,75.07,76.48,89.42,83,60.49,71.84,79.78,79.08,67.01,92.84,80.28,71.64,85.13,85.32,82.44,82.6,100.52,96.41,78.14,89.8,83.41,89.3,99.26,98.99,110.43,77.88
city,Chicago,IL,,Chicago,driving,,100,103.68,104.45,108.72,132.8,113.44,87.48,100.24,101.3,100.51,104.47,121.92,118.55,85.17,93.81,97.36,98.96,103.79,124.37,122.53,85.96,94.62,97.39,102.86,103.66,117.63,124.27,88.41,98.78,105.64,108.54,115.99,147.32,141.24,111.31,111.07,104.69,105.82,110.84,132.55,138.5,100.83,99.41,100.35,103.39,114.33,139.02,142.31,105.39,105.25,108.28,110.71,116.43,137.62,144.91,107.11,105.68,109.76,107.34,105.61,118.59,104.18,73.81,79.01,73.67,64.5,62.72,68.97,51.2,33.74,44.91,48.52,52.11,49.1,54.99,47.85,38.57,49.45,50.11,51.83,53.18,60.69,51.68,42.15,50.47,54.89,52.65,54.2,62.27,57.07,38.31,52.4,54.24,58.82,60.37,63.03,66.6,52.76,63.72,62,61.3,64.21,71.76,64.36,57.52,62.12,64.69,62.47,68.94,82.63,84.47,64.17,67.98,68.33,74.81,78.22,86.87,89.82,63.01
city,Chicago,IL,,Chicago,transit,,100,100.93,100.61,103.79,120.72,100.06,76.4,94.32,97.02,98.67,100.8,112.21,103.35,75.74,96.07,95.64,96.13,102.01,116.01,101.81,80.54,96.17,94.76,99.22,101.71,110.71,109.33,80.62,98.65,101.01,103.53,110.52,126.91,116.21,97.71,102.23,104.2,104.22,106.83,127.11,119.65,92.28,95.35,96.83,98.87,107.54,125.54,119.67,90.08,100.09,101.8,103.07,107.55,121.35,120.36,92.86,99.12,102,97.18,90.19,92.55,71.48,51.63,48.56,41.09,33.64,31.04,29.79,23.26,19.23,23.17,23.53,24.42,22.26,23.87,21.64,20.57,22.72,22.37,21.76,22.58,23.05,20.35,19.46,21.63,23.4,22.1,21.57,22.89,21,18.1,22.65,22.24,21.46,22.3,21.91,22.47,21.57,24.87,23.54,23.36,23.31,22.93,21.12,21.61,23.38,23.51,22.92,24.02,25.48,26.35,24.67,25.12,24.96,27.13,27.21,26.2,26.17,21.1
city,Chicago,IL,,Chicago,walking,,100,104.58,107.2,104.82,128.05,142.28,94.61,94.64,90.79,96.11,97.16,128.42,145.78,92.82,92.37,93.16,94.11,100.39,135.92,152.61,105.94,96.07,94.47,95.46,97.42,132.03,162.66,92.79,95.88,100.79,100.75,108.59,169.24,202.36,153.66,107.31,101.66,103.78,109.88,152.73,197.98,132.62,94.5,91.12,95.13,111.01,153.08,190.37,137.23,110.47,110.86,115.71,121.4,152.14,210.66,152.32,99.89,114.13,109.88,113.02,145.88,154.52,85.03,64.43,69.29,47.92,47.39,52.42,44.05,30.86,38.71,43.43,52.92,39.76,44.42,41.54,34.73,42.66,40.45,46.02,49.62,58.08,47.03,43.43,45.63,59.13,46.38,43.13,53.01,54.02,38.82,42.32,41.34,41.05,47.57,46.64,62.15,53.67,56.26,50.12,46.18,48.73,55.14,46.7,56.41,48.9,52.88,42.55,52.79,69.78,82.16,64.79,52.8,49.94,63.42,65.17,64.7,77.87,45.01
city,Cincinnati,OH,,Cincinnati,driving,,100,104.86,104.35,106.22,124.17,112.85,83.18,95.03,102.99,101.94,104.78,126.14,114.47,78.77,92.44,99.29,100.38,105.36,121.4,117.2,79.76,96.26,108.7,100.97,105.62,116.34,111.07,82.18,99.64,106.42,109.56,117.19,136.47,128.03,91.63,102.95,106.42,108.71,112.34,134.44,134.16,89.92,101.04,112.15,112.91,112.7,142.95,138.43,96.07,104.03,112.65,116.24,119.49,137.23,137.72,97.45,122.44,111.84,110.37,103.78,111.78,89.56,64.72,75.95,72.26,68.24,67.16,75.88,60.54,46.36,58.62,51.18,57,58.36,63.22,56.29,47.75,57.76,56.82,58.02,62.22,71.32,60.87,46,60.63,63.5,65.76,67.94,74.48,66.36,41.63,60.55,66.12,71.11,75.9,76.61,76.79,58.42,75.65,75.52,79.81,78.57,90.36,77.71,57.86,80.21,83.49,77.61,83.27,101.89,94.27,65.78,90.62,86.11,92.08,98.65,101.46,101.06,72.83
city,Cincinnati,OH,,Cincinnati,transit,,100,103.46,94.33,95.09,99.97,90.46,75.3,84.75,100.86,100.24,101.36,102.19,90.22,72.7,93.88,101.71,97.04,98.26,104.67,92.58,74.44,97.58,94.92,95.18,91.7,100.06,87.2,77.66,96.93,100.27,95.48,98.52,102.93,97.37,82.48,101.71,99.11,101.54,94.98,104.88,104.43,88.21,95.27,95.72,99.73,96.63,110.11,115.19,87.85,95.27,107.57,97.58,100.65,102.42,109.57,77.66,103.66,97.87,95.04,87.32,93.41,73.46,65.54,71.6,65.54,59.34,55.41,61.5,54.96,45.66,57.54,50.68,56.65,57.18,56.44,51.8,57.09,60.49,52.07,55.88,61.97,60.46,54.91,45.24,62.12,61.05,64.15,58.39,54.43,51.06,42.35,51.3,54.88,49.85,50.86,49.44,49.44,47.02,55.41,52.39,53.49,48.46,54.2,43.68,44.86,55.88,61.85,51.33,51.39,57.15,54.34,42.46,55.14,52.16,61.55,65.69,56.5,51.21,43.68
city,Cincinnati,OH,,Cincinnati,walking,,100,101.93,93.66,96.21,126.89,151.72,82.08,83.33,90.45,88.45,92.57,122.26,139.32,75.85,78.08,85.43,89.3,101.82,126.65,147.13,83.75,85.34,84.75,85.33,92.13,115.49,130.9,81.15,83.94,90.64,88,100.19,145.71,177.02,101.33,90.54,90.09,101.36,97.75,143.06,177.85,87.25,81.76,98.06,92.48,95.49,136.37,179.86,102.31,88.28,104.2,106.84,109.59,137.06,194.96,108.26,96.73,97.2,95.06,92.58,110.4,99.07,62.48,69.47,70.17,58.81,60.34,71.36,57.69,46.71,57.33,53.13,65.91,61.32,64.52,62.77,61.29,64.88,56.14,60.33,65,79.1,69.02,52.96,65.91,69.27,72.76,67.98,74.82,70.87,49.91,57.01,65.88,65.46,69.69,70.3,81.32,60.44,80.8,75.23,80.39,68.05,88.26,78.94,56.17,82.56,84.68,69.39,79.44,100.25,100.4,62.99,95.09,80.84,93.15,99.61,93.79,100.67,70.68
city,Cleveland,OH,,Cleveland,driving,,100,104.64,106.7,106.88,125.8,109.55,83.52,97.06,101.47,102.5,106.83,125.44,126.81,82.84,94.72,101.38,101.65,105.97,123.71,124.77,83.55,97.58,102.14,101.66,103.88,119.64,119.84,88.6,101.03,108.45,107.18,111.17,138.39,130.64,97.74,105.32,105.52,107.45,109.39,134.01,137.73,97.79,102.15,109.15,110.93,113.13,132.58,137,97.97,106.14,110.88,113.89,121.95,136.16,141.22,102.14,109.53,108.85,108.71,104.51,113.76,100.56,71.16,81.41,77.12,72.44,72.32,78.69,65.97,52.6,59.66,52.53,58.38,63.09,66.62,55.86,52.11,58.32,61.14,63.38,66.97,76.38,72.06,50.02,65.87,63.32,70.1,66.42,76.01,76.9,44.98,62.22,68.67,73.61,75.62,77.17,81.85,64.59,81.34,74.29,76.87,82.1,93.15,91.34,61.34,84.83,85.62,83.3,85.63,102.85,103.25,83.91,88.74,93.6,95.65,102.69,106.1,103.77,78.09
city,Cleveland,OH,,Cleveland,transit,,100,99.44,96.41,97.21,99.47,72.99,57.55,78.74,98.24,95.17,90.93,96.43,73.91,59.99,95,99.74,93,96.35,101.19,79.81,67.78,98.97,101.03,96.4,95.95,93.05,75.48,66.59,98.69,100.65,97.89,99.11,99.04,78.49,65.76,94.32,100.77,103.65,95.59,100.89,81.26,69.56,99.42,100.64,95.93,88.38,97.33,80.53,66.8,98.53,105.43,98.72,101.51,101.55,80.31,67.84,96.3,97.46,90.09,87.77,90.97,65.62,53.16,68.99,61.88,57.09,53.6,57.97,41.01,40.44,44.18,43.76,43.84,43.39,42.82,36.3,36.95,40.47,42.45,43.19,43.36,44.81,39.22,34.86,42.14,41.06,42.43,40.47,40.21,39.9,34.05,41.26,42.26,36.04,39.37,38.02,37.04,32.8,47.19,39.5,39.13,41.32,43.12,42.1,33.82,43.25,42.94,41.6,43.48,47.54,44.4,41.64,47.72,47.01,46.97,46.54,45.79,43.66,38.77
city,Cleveland,OH,,Cleveland,walking,,100,108.16,106.3,99.08,138.42,139.25,81.58,97.68,96.25,97.42,103.92,136.64,173.06,83.67,90.82,105.63,104.04,106.22,129.3,156.78,88.8,103.8,97.85,97.04,97.64,120.23,149.73,93.07,98.2,105.55,109.98,106.68,147.89,164.37,106.7,108.79,100.42,105.93,107.19,144.47,186.03,103.67,104.45,102.09,108.87,101.63,133.77,172.76,100.05,102.52,110.17,116.12,125.92,146.63,186.32,120.21,117.66,113.19,109.73,111.5,119.79,117.23,78.62,90.45,84.47,76.52,80.65,88.48,69.3,60.87,66.1,62.53,75.1,81.88,76.35,64.17,67.55,63.49,70.98,73.9,83.55,90.02,89.75,59.5,80.84,76.92,85.64,75.47,83.42,92.79,56.33,69.32,74.17,76.27,80.39,81.09,88.89,77.01,94.86,79.81,76.98,87.25,98.64,106.95,67.3,98.46,95.97,91.57,90.8,110.42,118.49,102.29,99.88,101.3,106.15,115.11,106.8,107.21,82.97
city,Colorado Springs,CO,,Colorado Springs,driving,,100,106.5,106.93,108.68,129.23,121.16,88.95,101.95,101.42,103.25,106.85,124.94,123.1,84.18,94.88,98.4,98.76,105.5,129.5,125.89,89.56,90.53,77.17,99.37,106.87,91.86,120.92,79.11,98.99,103.89,106.49,122.05,155.44,158.44,108.48,107.08,85.87,110.32,153.81,140,134.27,81,104.11,100.88,114.4,119.93,145.59,137.8,99.85,104.05,116.18,116.6,118.44,144.93,147,105.69,118.5,120.52,121.14,117.84,113.3,111.99,84.98,99.36,84.75,87.87,66.38,77.21,72.22,59.49,68.86,72.25,72.41,53.76,61.61,56.11,47.73,58.57,65.78,64.45,61.74,62.69,61.49,53.63,65.18,66.78,67.61,66.82,75.76,69.96,36.69,53.09,65.42,76.35,66.14,80.58,75.18,62.41,76.02,76.03,79.57,79.99,87.99,85.72,70.22,87.57,88.7,90.62,95.91,111.69,100.28,84.72,96.24,100.66,99.26,103.74,115.04,110.89,86.56
city,Colorado Springs,CO,,Colorado Springs,transit,,100,103.43,105.1,104.9,112.75,90.59,80.39,105.69,106.47,117.35,111.08,112.65,97.35,84.41,96.57,96.57,90.88,113.92,102.55,107.35,71.86,82.25,97.06,83.92,107.55,99.41,102.65,64.02,100.98,102.45,104.12,111.57,115.2,114.71,82.25,101.18,75.29,92.16,126.67,106.47,96.18,73.53,99.51,88.43,107.25,95.98,118.63,107.16,81.47,95.88,112.75,109.12,107.94,120.69,112.84,88.14,111.47,117.84,105.49,100.49,81.18,76.67,62.25,82.45,74.02,69.31,54.12,50.1,53.73,36.67,59.51,47.65,50.78,40,45.39,38.33,37.55,42.06,45.2,48.43,44.61,38.53,38.43,34.41,42.06,51.27,45.39,40.69,54.51,44.41,30.39,36.08,39.71,46.76,38.43,48.82,41.18,40.29,53.63,51.57,49.12,48.53,57.65,44.61,43.43,63.92,63.63,65.49,62.35,61.76,59.31,49.8,61.76,66.76,63.33,66.18,65.69,57.55,52.84
city,Colorado Springs,CO,,Colorado Springs,walking,,100,102.52,99.62,102.07,128.24,130.55,89.66,97.13,99.95,100.14,105.7,128.48,136.36,85.89,91.24,94.35,89.85,100.56,129.74,132.69,98.44,82.86,66.68,86.74,96.63,90.67,120.72,74.75,92.39,91.45,94.82,112.11,159.56,169.67,113.57,98.09,70.75,96.11,138.22,140.74,149.77,80.07,101.55,92.47,103.93,116.42,151.44,144.35,93.92,96.65,114.63,112.86,113.87,155.23,165.68,110.9,125.9,126,123.48,116.56,104.81,123.43,90.37,113.8,84.98,90.02,67.08,69.01,74,67.83,74.8,82.99,80.05,61.61,62.37,57.19,50.9,61.87,71.69,68.2,62.36,59.45,66.13,64.56,77.67,73.9,78.5,73.98,81.75,81.63,39.85,49.04,65.5,71.9,61.63,82.81,77.46,62.27,78.69,75.84,85.35,77.98,88.1,85.21,67.26,95.01,91.69,96.42,97.83,114.25,94.75,81.37,103.58,101.98,100.21,103.63,115.07,113.28,81.84
city,Columbus,OH,,Columbus,driving,,100,105.2,107.01,108.17,124.56,111.36,84.67,96.89,102.56,104.35,107.18,125.51,117.59,81.19,95.05,110.39,102.39,110.07,129.18,124.96,87.57,98.34,105.7,102.85,107.99,118.62,114.5,88.69,104.56,106.97,119.63,117.95,140.81,129.83,96.21,105.68,107.03,110.14,115.09,133.53,136.93,95.5,101.62,111.19,115.21,114.01,134.61,135.71,101.51,105.25,112.48,116.4,121.88,136.9,134.65,99.64,107.87,106.23,105.44,101.42,108.92,89.36,67.73,76.51,72.94,68.93,66.3,80.97,61.96,50,59.08,50.18,56.64,59.29,61.57,52.55,48.09,55.45,56.41,58.64,62.48,70.16,63.79,45.49,62.74,59.06,65.09,63.18,72.41,66.17,42.03,59.37,64.33,69.29,71.06,73.93,75.31,59.78,74.9,72,74.71,73.3,87.09,79.23,56.62,78.65,77.9,75.57,80.3,94.27,91.92,69.72,87.4,84.84,88.05,94.68,98.06,95.58,71.33
city,Columbus,OH,,Columbus,transit,,100,100.74,98.77,98.46,97.39,87.25,70.49,83.56,92.4,100.09,93.19,98.04,91.12,69.1,93.11,98.69,96.02,97.56,101.9,96.55,78.05,98.86,94.8,90.58,95.28,95.85,88.02,71.97,100.2,99.11,96.93,97.39,109.17,95.08,72.03,88.02,93.12,97.59,98,107.25,100.2,77.71,94.67,95.87,96.07,90.93,101.26,97.58,83.12,92.14,98.06,100.54,103.27,103.61,89.98,72.93,89.19,83.78,88.81,77.38,73.71,57.32,53.78,57.68,60.07,52.61,53.16,51.74,44.03,42.03,48.38,45.22,50.31,52.76,48.58,44.03,45.07,50.02,48.98,51.65,50.91,52.84,49.38,42.26,51.48,51.05,54.05,46.99,46.04,43.56,32.07,45.3,45.13,44.2,44.02,43.22,45.37,39.81,48.97,49.09,45.27,43.51,52.04,45.47,38.19,51.31,49.91,46.36,48.24,46.28,45.67,37.73,54.42,45.73,51.82,47.95,45.84,43.14,36.76
city,Columbus,OH,,Columbus,walking,,100,111.4,103.81,103.27,120.12,129.77,73.6,79.46,94.44,98.2,99.15,118.44,125.31,68.22,82.38,91.9,92.67,94.64,122.17,145.14,84.6,88.13,91.44,90.71,91.24,112.14,126.03,76.91,90.13,92.09,94.66,98.92,141.71,153.4,93.05,95.85,93.18,94.96,100.47,131.95,167.05,87.53,87.54,92.12,93.94,94.95,126.92,154.73,97.62,88.36,97.1,103.11,116.13,122.82,145.08,104.28,90.11,83.08,83.61,81.46,93.54,84.85,57.96,61.92,60.08,53.69,52.41,62.49,50,45.35,50.42,48.2,61.79,58.53,53.2,52.03,53.54,48.96,51.07,53.46,62.9,69.7,64.41,42.3,65.33,60.38,68.16,55.42,60.11,60.04,37.63,51.68,56.2,56.06,59.42,57.77,64.59,52.5,70.08,60.71,63.04,57.21,75.06,71.68,47.57,71.03,69.16,60.69,65.12,80.05,83.35,64.29,81.07,70.67,76.77,80.93,79.32,81.3,60.92
city,Corpus Christi,TX,,Corpus Christi,driving,,100,102.49,104.45,106.87,124.88,117.68,84.83,101.22,100.04,100.25,106.12,121.8,120.16,82.4,96.84,102.56,103.11,102.69,127.39,126.67,80.27,100.76,105.42,102.11,108.09,127.2,126.36,87.29,102.68,104.24,107.54,120.6,143.79,140.54,101.47,113.02,113.46,110.04,113.46,135.84,135.08,93.84,106.73,114.75,116.01,117.67,139.55,146.88,102.84,113.1,117.11,115.96,127.34,159.12,161.33,119.89,137,141.43,150.62,144.86,160.5,163.75,113.4,117.53,109.81,104.17,100.5,104.07,73.72,55.36,73.89,72.67,69.61,68.47,67.68,57,45.63,60.99,66.63,66.88,65.37,73.41,53.96,44.81,62.39,65.3,70.11,70.17,73.25,62.41,39.94,69.89,71.2,78.12,78.8,86.76,74.14,61.35,81.61,80.75,82.28,87.69,101.01,102.86,77.89,89.45,90.05,89.71,98.56,121.03,129.6,99.25,105.69,109.44,105.06,111.97,134.36,131.53,95.86
